id,Z-0_MD_AA,Z-1_MD_AA,Z-2_MD_AA,Z-3_MD_AA,Z-4_MD_AA,Z-5_MD_AA,Z-6_MD_AA,I-0_MD_AA,I-1_MD_AA,I-2_MD_AA,I-3_MD_AA,I-4_MD_AA,I-5_MD_AA,I-6_MD_AA,T-0_MD_AA,T-1_MD_AA,T-2_MD_AA,T-3_MD_AA,T-4_MD_AA,T-5_MD_AA,T-6_MD_AA,S-0_MD_AA,S-1_MD_AA,S-2_MD_AA,S-3_MD_AA,S-4_MD_AA,S-5_MD_AA,S-6_MD_AA,chi-0_MD_AA,chi-1_MD_AA,chi-2_MD_AA,chi-3_MD_AA,chi-4_MD_AA,chi-5_MD_AA,chi-6_MD_AA
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,274.0,493.0,771.0,1490.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,11.0,48.0,21.0,9.0,0.0,2.4,4.87,7.16,19.48,8.64,3.3,0.0,-1.53,-4.32,-3.88,-2.1,-1.05,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,0.0,265.0,496.0,1115.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,41.0,7.0,3.0,0.0,0.0,2.06,4.78,14.92,2.88,1.1,0.0,0.0,-1.17,-2.94,-1.08,-0.35,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,227.0,425.0,1053.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,38.0,6.0,0.0,0.0,0.0,1.81,4.1,14.58,2.2,0.0,0.0,0.0,-1.93,-2.59,-1.19,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,256.0,571.0,1095.0,1566.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,24.0,51.0,21.0,9.0,0.0,1.72,5.93,12.72,20.58,8.64,3.3,0.0,-0.71,-3.34,-3.15,-2.1,-1.05,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,0.0,274.0,426.0,639.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,4.0,57.0,0.0,0.0,0.0,2.4,4.6,6.12,20.9,0.0,0.0,0.0,-1.43,-4.2,-3.15,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.0,248.0,567.0,1262.0,882.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,39.0,24.0,21.0,9.0,0.0,1.92,5.46,16.18,10.68,8.64,3.3,0.0,-0.67,-3.29,-2.1,-2.1,-1.05,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,265.0,496.0,852.0,1333.0,745.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,17.0,40.0,24.0,9.0,0.0,2.06,4.78,8.68,16.86,9.74,3.3,0.0,-1.17,-2.94,-3.53,-2.45,-1.05,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,282.0,423.0,784.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,14.0,45.0,0.0,0.0,0.0,2.76,4.14,8.49,16.5,0.0,0.0,0.0,-2.38,-3.57,-3.72,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,271.0,425.0,1039.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,29.0,35.0,0.0,0.0,0.0,2.56,4.1,13.3,12.8,0.0,0.0,0.0,-2.96,-2.59,-1.75,-0.84,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,266.0,566.0,1166.0,1794.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,24.0,60.0,21.0,9.0,0.0,2.04,5.48,13.4,23.88,8.64,3.3,0.0,-0.68,-3.78,-3.5,-2.1,-1.05,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,264.0,500.0,1052.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,38.0,6.0,0.0,0.0,0.0,2.08,5.25,14.63,2.2,0.0,0.0,0.0,-1.56,-2.99,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,0.0,351.0,577.0,1049.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,49.0,20.0,0.0,0.0,0.0,3.51,6.3,14.14,5.5,0.0,0.0,0.0,-3.62,-2.59,-1.05,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,0.0,274.0,496.0,867.0,1333.0,745.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,17.0,40.0,24.0,9.0,0.0,2.4,4.78,9.42,16.86,9.74,3.3,0.0,-1.53,-2.94,-3.15,-2.45,-1.05,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,352.0,501.0,718.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,30.0,24.0,0.0,0.0,0.0,3.46,5.2,8.2,6.6,0.0,0.0,0.0,-3.22,-2.59,-3.11,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-co_1_iodide_1_smi1_1_s_1,0.0,227.0,353.0,662.0,375.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,19.0,13.0,3.0,0.0,0.0,1.74,3.47,8.29,5.08,1.1,0.0,0.0,-1.64,-2.64,-2.29,-0.35,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_bromide_1_smi1_1_s_1,0.0,306.0,426.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,72.0,0.0,0.0,0.0,0.0,2.32,4.08,19.8,0.0,0.0,0.0,0.0,-2.33,-2.1,0.0,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,385.0,424.0,978.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,61.0,13.0,5.0,0.0,0.0,3.44,4.15,13.46,2.88,1.1,0.0,0.0,-3.64,-2.99,-0.7,-0.35,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1,0.0,201.0,425.0,1049.0,451.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,35.0,16.0,3.0,0.0,0.0,1.26,4.1,14.14,6.18,1.1,0.0,0.0,-0.78,-2.59,-1.05,-0.35,0.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,265.0,428.0,654.0,831.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,13.0,31.0,3.0,0.0,0.0,2.06,4.56,7.38,11.68,1.1,0.0,0.0,-1.07,-3.22,-2.1,-0.35,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,273.0,495.0,1106.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,32.0,33.0,0.0,0.0,0.0,2.42,4.83,14.12,12.1,0.0,0.0,0.0,-2.02,-3.34,-3.88,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,274.0,495.0,795.0,1034.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,17.0,30.0,21.0,9.0,0.0,2.4,4.8,8.76,12.88,8.64,3.3,0.0,-1.53,-3.43,-3.29,-2.1,-1.05,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,272.0,571.0,1110.0,882.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,33.0,24.0,21.0,9.0,0.0,2.47,5.93,13.98,10.68,8.64,3.3,0.0,-2.42,-3.34,-2.1,-2.1,-1.05,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,419.0,431.0,978.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,61.0,10.0,0.0,0.0,0.0,4.35,4.5,13.46,2.2,0.0,0.0,0.0,-5.4,-1.75,-0.7,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,273.0,428.0,728.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,16.0,30.0,0.0,0.0,0.0,2.42,4.56,8.55,11.0,0.0,0.0,0.0,-1.92,-3.22,-2.99,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,424.0,647.0,977.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,31.0,61.0,15.0,0.0,0.0,0.0,4.12,7.0,13.48,3.3,0.0,0.0,0.0,-3.08,-3.43,-1.19,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,0.0,235.0,353.0,588.0,446.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,16.0,14.0,6.0,0.0,0.0,2.1,3.47,7.12,5.76,2.2,0.0,0.0,-2.49,-2.64,-1.4,-0.7,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,255.0,567.0,1508.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,57.0,9.0,0.0,0.0,0.0,2.3,5.46,21.23,3.3,0.0,0.0,0.0,-2.01,-3.29,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,0.0,273.0,428.0,723.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,11.0,45.0,0.0,0.0,0.0,2.42,4.56,8.13,16.5,0.0,0.0,0.0,-1.92,-3.22,-3.34,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.0,282.0,496.0,1204.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,44.0,6.0,0.0,0.0,0.0,2.76,4.78,16.83,2.2,0.0,0.0,0.0,-2.38,-2.94,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,247.0,567.0,1508.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,57.0,9.0,0.0,0.0,0.0,1.94,5.46,21.23,3.3,0.0,0.0,0.0,-1.16,-3.29,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,352.0,571.0,1046.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,53.0,4.0,0.0,0.0,0.0,3.46,5.93,14.23,1.1,0.0,0.0,0.0,-3.22,-3.34,-2.43,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,352.0,500.0,730.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,33.0,12.0,0.0,0.0,0.0,3.46,5.25,9.06,3.3,0.0,0.0,0.0,-3.22,-2.99,-4.02,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,274.0,495.0,796.0,1104.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,17.0,32.0,21.0,9.0,0.0,2.4,4.8,8.74,13.58,8.64,3.3,0.0,-1.53,-3.43,-2.8,-2.94,-1.05,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,353.0,499.0,587.0,299.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,25.0,14.0,4.0,0.0,0.0,3.44,5.27,7.14,3.98,1.1,0.0,0.0,-2.73,-3.48,-1.89,-0.35,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,281.0,567.0,1500.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,57.0,9.0,0.0,0.0,0.0,2.78,5.46,20.84,3.3,0.0,0.0,0.0,-2.87,-3.29,-0.73,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,411.0,495.0,1353.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,81.0,45.0,0.0,0.0,0.0,3.92,4.83,18.54,9.9,0.0,0.0,0.0,-4.5,-3.34,-1.05,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,0.0,230.0,567.0,1515.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,57.0,9.0,0.0,0.0,0.0,1.8,5.46,21.58,3.3,0.0,0.0,0.0,-0.66,-3.29,-0.35,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,255.0,496.0,1123.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,41.0,7.0,3.0,0.0,0.0,2.3,4.78,15.31,2.88,1.1,0.0,0.0,-2.01,-2.94,-1.94,-0.35,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,0.0,412.0,423.0,781.0,1870.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,28.0,113.0,39.0,15.0,0.0,3.9,4.14,7.48,24.98,8.64,3.3,0.0,-4.01,-3.57,-3.85,-2.1,-1.05,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,219.0,496.0,1439.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,54.0,9.0,0.0,0.0,0.0,1.51,4.78,20.48,3.3,0.0,0.0,0.0,-1.27,-2.94,-0.35,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,0.0,264.0,430.0,659.0,673.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,16.0,24.0,3.0,0.0,0.0,2.08,4.52,7.8,9.08,1.1,0.0,0.0,-1.56,-2.24,-1.75,-1.19,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,273.0,495.0,1023.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,29.0,33.0,0.0,0.0,0.0,2.42,4.83,12.58,12.1,0.0,0.0,0.0,-2.02,-3.34,-2.62,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,247.0,499.0,1044.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,32.0,24.0,0.0,0.0,0.0,1.94,5.24,13.72,8.8,0.0,0.0,0.0,-1.06,-3.57,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,353.0,571.0,1053.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,53.0,4.0,0.0,0.0,0.0,3.44,5.93,14.58,1.1,0.0,0.0,0.0,-2.73,-3.34,-1.19,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,349.0,282.0,577.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,18.0,40.0,0.0,0.0,0.0,3.65,2.76,6.3,11.0,0.0,0.0,0.0,-4.56,-2.38,-2.59,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,385.0,495.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,90.0,0.0,0.0,0.0,0.0,3.44,4.83,19.8,0.0,0.0,0.0,0.0,-3.64,-3.34,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,485.0,658.0,591.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,45.0,44.0,6.0,0.0,0.0,0.0,4.48,7.82,7.58,1.1,0.0,0.0,0.0,-3.46,-2.24,-2.03,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,275.0,492.0,710.0,1642.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,54.0,21.0,9.0,0.0,2.38,4.89,6.8,21.68,8.64,3.3,0.0,-1.04,-4.81,-3.5,-2.1,-1.05,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,281.0,425.0,881.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,28.0,12.0,0.0,0.0,0.0,2.78,4.1,11.31,4.4,0.0,0.0,0.0,-2.87,-2.59,-4.42,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,273.0,425.0,728.0,674.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,19.0,23.0,6.0,0.0,0.0,2.42,4.1,8.55,9.06,2.2,0.0,0.0,-2.02,-2.59,-2.99,-0.7,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,273.0,425.0,728.0,673.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,19.0,24.0,3.0,0.0,0.0,2.42,4.1,8.55,9.08,1.1,0.0,0.0,-2.02,-2.59,-2.99,-1.19,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,411.0,354.0,664.0,446.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,37.0,26.0,10.0,0.0,0.0,3.92,3.42,8.22,5.76,2.2,0.0,0.0,-4.5,-2.24,-1.4,-0.7,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,264.0,500.0,962.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,26.0,33.0,0.0,0.0,0.0,2.08,5.25,12.22,12.1,0.0,0.0,0.0,-1.56,-2.99,-2.24,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,0.0,273.0,499.0,781.0,1870.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,6.0,63.0,21.0,9.0,0.0,2.45,5.24,7.48,24.98,8.64,3.3,0.0,-1.93,-3.57,-3.85,-2.1,-1.05,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,273.0,496.0,1192.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,41.0,15.0,0.0,0.0,0.0,2.42,4.78,16.06,5.5,0.0,0.0,0.0,-2.02,-2.94,-3.18,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,352.0,500.0,723.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,32.0,16.0,0.0,0.0,0.0,3.46,5.25,8.65,4.4,0.0,0.0,0.0,-3.22,-2.99,-2.67,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,314.0,426.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,72.0,0.0,0.0,0.0,0.0,2.83,4.08,19.8,0.0,0.0,0.0,0.0,-3.34,-2.1,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,275.0,492.0,710.0,1490.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,8.0,48.0,21.0,9.0,0.0,2.38,4.89,6.8,19.48,8.64,3.3,0.0,-1.04,-4.81,-3.5,-2.1,-1.05,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,271.0,425.0,1048.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,35.0,15.0,0.0,0.0,0.0,2.47,4.1,14.16,5.5,0.0,0.0,0.0,-2.99,-2.59,-1.54,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,256.0,566.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,57.0,0.0,0.0,0.0,0.0,2.28,5.51,20.9,0.0,0.0,0.0,0.0,-1.52,-3.69,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,284.0,420.0,639.0,1596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,2.0,63.0,0.0,0.0,0.0,2.72,4.2,6.12,23.1,0.0,0.0,0.0,-1.4,-5.04,-3.15,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,352.0,501.0,726.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,30.0,24.0,0.0,0.0,0.0,3.46,5.2,8.59,6.6,0.0,0.0,0.0,-3.22,-2.59,-3.97,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,0.0,411.0,425.0,791.0,1333.0,745.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,36.0,76.0,44.0,15.0,0.0,3.92,4.1,8.32,16.86,9.74,3.3,0.0,-4.5,-2.59,-3.15,-2.45,-1.05,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,272.0,423.0,781.0,1718.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,57.0,21.0,9.0,0.0,2.54,4.14,7.48,22.78,8.64,3.3,0.0,-2.47,-3.57,-3.85,-2.1,-1.05,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,237.0,496.0,1186.0,882.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,36.0,24.0,21.0,9.0,0.0,1.63,4.78,15.08,10.68,8.64,3.3,0.0,-1.28,-2.94,-2.1,-2.1,-1.05,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,281.0,424.0,722.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,22.0,12.0,0.0,0.0,0.0,2.78,4.15,8.67,4.4,0.0,0.0,0.0,-2.87,-2.99,-3.16,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,283.0,422.0,728.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,16.0,30.0,0.0,0.0,0.0,2.74,4.16,8.55,11.0,0.0,0.0,0.0,-1.89,-4.06,-2.99,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,274.0,494.0,1100.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,30.0,39.0,0.0,0.0,0.0,2.4,4.82,13.66,14.3,0.0,0.0,0.0,-1.53,-3.92,-2.13,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,0.0,282.0,423.0,714.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,16.0,30.0,0.0,0.0,0.0,2.76,4.14,7.76,11.0,0.0,0.0,0.0,-2.38,-3.57,-2.97,0.0,0.0,0.0
