id,Z-0_MD_AA,Z-1_MD_AA,Z-2_MD_AA,Z-3_MD_AA,Z-4_MD_AA,Z-5_MD_AA,Z-6_MD_AA,I-0_MD_AA,I-1_MD_AA,I-2_MD_AA,I-3_MD_AA,I-4_MD_AA,I-5_MD_AA,I-6_MD_AA,T-0_MD_AA,T-1_MD_AA,T-2_MD_AA,T-3_MD_AA,T-4_MD_AA,T-5_MD_AA,T-6_MD_AA,S-0_MD_AA,S-1_MD_AA,S-2_MD_AA,S-3_MD_AA,S-4_MD_AA,S-5_MD_AA,S-6_MD_AA,chi-0_MD_AA,chi-1_MD_AA,chi-2_MD_AA,chi-3_MD_AA,chi-4_MD_AA,chi-5_MD_AA,chi-6_MD_AA
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_iodide_1_smi1_1_s_1,0.0,278.0,355.0,978.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,48.0,11.0,0.0,0.0,0.0,2.37,3.4,13.46,2.9,0.0,0.0,0.0,-2.87,-1.75,-0.7,-0.84,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,420.0,351.0,578.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,26.0,54.0,0.0,0.0,0.0,4.26,3.51,6.28,11.7,0.0,0.0,0.0,-4.86,-3.62,-2.1,-0.84,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,271.0,425.0,1054.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,38.0,8.0,0.0,0.0,0.0,2.56,4.1,14.56,2.9,0.0,0.0,0.0,-2.96,-2.59,-0.7,-0.84,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,352.0,501.0,731.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,33.0,12.0,0.0,0.0,0.0,3.46,5.2,9.01,3.3,0.0,0.0,0.0,-3.22,-2.59,-3.62,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,254.0,423.0,1039.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,27.0,39.0,0.0,0.0,0.0,2.42,4.14,13.3,14.3,0.0,0.0,0.0,-2.46,-3.57,-1.75,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,255.0,425.0,1054.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,38.0,7.0,3.0,0.0,0.0,1.75,4.1,14.56,2.88,1.1,0.0,0.0,-1.29,-2.59,-0.7,-0.35,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,0.0,411.0,425.0,1049.0,451.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,63.0,28.0,5.0,0.0,0.0,3.92,4.1,14.14,6.18,1.1,0.0,0.0,-4.5,-2.59,-1.05,-0.35,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,238.0,571.0,1110.0,882.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,33.0,24.0,21.0,9.0,0.0,1.6,5.93,13.98,10.68,8.64,3.3,0.0,-0.7,-3.34,-2.1,-2.1,-1.05,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_iodide_1_smi1_1_s_1,0.0,377.0,506.0,592.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,35.0,13.0,5.0,0.0,0.0,3.46,5.62,7.56,2.88,1.1,0.0,0.0,-3.19,-2.24,-1.54,-0.35,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,248.0,566.0,1424.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,45.0,36.0,0.0,0.0,0.0,1.92,5.48,19.22,13.2,0.0,0.0,0.0,-0.67,-3.78,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,282.0,565.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,54.0,0.0,0.0,0.0,0.0,2.76,5.53,19.8,0.0,0.0,0.0,0.0,-2.38,-4.18,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,0.0,274.0,496.0,866.0,1262.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,17.0,39.0,21.0,9.0,0.0,2.4,4.78,9.44,16.18,8.64,3.3,0.0,-1.53,-2.94,-3.64,-2.1,-1.05,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,385.0,495.0,1353.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,81.0,45.0,0.0,0.0,0.0,3.44,4.83,18.54,9.9,0.0,0.0,0.0,-3.64,-3.34,-1.05,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,0.0,323.0,282.0,577.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,18.0,40.0,0.0,0.0,0.0,3.02,2.76,6.3,11.0,0.0,0.0,0.0,-3.54,-2.38,-2.59,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,423.0,637.0,1515.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,97.0,15.0,0.0,0.0,0.0,4.14,6.16,21.58,3.3,0.0,0.0,0.0,-3.57,-4.13,-0.35,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,0.0,227.0,425.0,1049.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,35.0,17.0,0.0,0.0,0.0,1.81,4.1,14.14,6.2,0.0,0.0,0.0,-1.93,-2.59,-1.05,-0.84,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,274.0,495.0,791.0,1333.0,745.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,14.0,40.0,24.0,9.0,0.0,2.4,4.8,8.32,16.86,9.74,3.3,0.0,-1.53,-3.43,-3.15,-2.45,-1.05,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,490.0,430.0,663.0,299.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0,47.0,22.0,6.0,0.0,0.0,4.96,4.52,8.24,3.98,1.1,0.0,0.0,-5.7,-2.24,-1.89,-0.35,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,352.0,501.0,807.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,36.0,16.0,0.0,0.0,0.0,3.46,5.2,10.14,4.4,0.0,0.0,0.0,-3.22,-2.59,-3.53,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,349.0,282.0,577.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,16.0,48.0,0.0,0.0,0.0,3.65,2.76,6.3,13.2,0.0,0.0,0.0,-4.56,-2.38,-2.59,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,352.0,571.0,1038.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,53.0,4.0,0.0,0.0,0.0,3.46,5.93,13.84,1.1,0.0,0.0,0.0,-3.22,-3.34,-1.57,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.0,274.0,496.0,1130.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,41.0,8.0,0.0,0.0,0.0,2.4,4.78,15.66,2.9,0.0,0.0,0.0,-1.53,-2.94,-0.7,-0.84,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,274.0,494.0,855.0,1642.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,12.0,54.0,21.0,9.0,0.0,2.4,4.82,8.65,21.68,8.64,3.3,0.0,-1.53,-3.92,-4.74,-2.1,-1.05,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,352.0,501.0,719.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,29.0,28.0,0.0,0.0,0.0,3.46,5.2,8.18,7.7,0.0,0.0,0.0,-3.22,-2.59,-2.62,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,0.0,264.0,572.0,1439.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,54.0,9.0,0.0,0.0,0.0,2.11,5.88,20.48,3.3,0.0,0.0,0.0,-1.57,-2.94,-0.35,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,274.0,495.0,1039.0,907.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,29.0,34.0,3.0,0.0,0.0,2.4,4.83,13.3,12.78,1.1,0.0,0.0,-1.53,-3.34,-1.75,-0.35,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,272.0,352.0,654.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,13.0,32.0,0.0,0.0,0.0,2.45,3.46,7.38,11.7,0.0,0.0,0.0,-2.5,-3.22,-2.1,-0.84,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,274.0,565.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,54.0,0.0,0.0,0.0,0.0,2.4,5.53,19.8,0.0,0.0,0.0,0.0,-1.53,-4.18,0.0,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,279.0,425.0,1053.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,38.0,6.0,0.0,0.0,0.0,2.92,4.1,14.58,2.2,0.0,0.0,0.0,-3.81,-2.59,-1.19,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,0.0,353.0,501.0,809.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,33.0,28.0,0.0,0.0,0.0,3.44,5.2,10.07,7.7,0.0,0.0,0.0,-2.73,-2.59,-2.64,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,420.0,423.0,1044.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,60.0,40.0,0.0,0.0,0.0,4.26,4.14,13.72,8.8,0.0,0.0,0.0,-4.86,-3.57,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,245.0,425.0,1128.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,41.0,6.0,0.0,0.0,0.0,1.99,4.1,15.73,2.2,0.0,0.0,0.0,-2.13,-2.59,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,281.0,495.0,1113.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,41.0,6.0,0.0,0.0,0.0,2.78,4.83,14.99,2.2,0.0,0.0,0.0,-2.87,-3.34,-1.97,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,263.0,425.0,1048.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,35.0,15.0,0.0,0.0,0.0,2.11,4.1,14.16,5.5,0.0,0.0,0.0,-2.14,-2.59,-1.54,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,275.0,422.0,649.0,1211.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,8.0,46.0,3.0,0.0,0.0,2.38,4.16,6.96,17.18,1.1,0.0,0.0,-1.04,-4.06,-2.45,-0.35,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,341.0,282.0,577.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,18.0,40.0,0.0,0.0,0.0,3.2,2.76,6.3,11.0,0.0,0.0,0.0,-3.74,-2.38,-2.59,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,254.0,500.0,1052.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,38.0,6.0,0.0,0.0,0.0,2.35,5.25,14.63,2.2,0.0,0.0,0.0,-2.41,-2.99,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,352.0,501.0,732.0,299.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,33.0,14.0,4.0,0.0,0.0,3.46,5.2,8.99,3.98,1.1,0.0,0.0,-3.22,-2.59,-3.13,-0.35,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,413.0,505.0,586.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,34.0,10.0,0.0,0.0,0.0,3.83,5.67,7.16,2.2,0.0,0.0,0.0,-3.69,-2.64,-2.38,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,490.0,429.0,586.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,41.0,18.0,0.0,0.0,0.0,4.96,4.57,7.16,3.3,0.0,0.0,0.0,-5.7,-2.64,-2.38,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,264.0,571.0,1110.0,882.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,33.0,24.0,21.0,9.0,0.0,2.11,5.93,13.98,10.68,8.64,3.3,0.0,-1.57,-3.34,-2.1,-2.1,-1.05,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,254.0,352.0,728.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,16.0,30.0,0.0,0.0,0.0,2.27,3.46,8.55,11.0,0.0,0.0,0.0,-2.3,-3.22,-2.99,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,412.0,423.0,1044.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,58.0,50.0,0.0,0.0,0.0,3.9,4.14,13.72,11.0,0.0,0.0,0.0,-4.01,-3.57,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,256.0,501.0,796.0,1105.0,745.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,17.0,31.0,24.0,9.0,0.0,1.72,5.2,8.74,13.56,9.74,3.3,0.0,-0.71,-2.59,-2.8,-2.45,-1.05,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,219.0,496.0,1186.0,882.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,36.0,24.0,21.0,9.0,0.0,1.45,4.78,15.08,10.68,8.64,3.3,0.0,-1.08,-2.94,-2.1,-2.1,-1.05,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,255.0,496.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,57.0,0.0,0.0,0.0,0.0,1.75,4.78,20.9,0.0,0.0,0.0,0.0,-1.29,-2.94,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,352.0,500.0,656.0,299.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,29.0,14.0,4.0,0.0,0.0,3.46,5.25,7.89,3.98,1.1,0.0,0.0,-3.22,-2.99,-3.13,-0.35,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,246.0,571.0,1353.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,45.0,27.0,0.0,0.0,0.0,1.99,5.93,18.54,9.9,0.0,0.0,0.0,-1.56,-3.34,-1.05,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,266.0,566.0,928.0,1764.0,1338.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,15.0,48.0,42.0,18.0,0.0,2.04,5.51,9.26,21.36,17.28,6.6,0.0,-0.68,-3.69,-4.2,-4.2,-2.1,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,263.0,354.0,664.0,446.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,19.0,14.0,6.0,0.0,0.0,2.11,3.42,8.22,5.76,2.2,0.0,0.0,-2.14,-2.24,-1.4,-0.7,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,245.0,425.0,1049.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,35.0,17.0,0.0,0.0,0.0,1.99,4.1,14.14,6.2,0.0,0.0,0.0,-2.13,-2.59,-1.05,-0.84,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,0.0,273.0,425.0,725.0,445.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,22.0,15.0,3.0,0.0,0.0,2.42,4.1,8.58,5.78,1.1,0.0,0.0,-2.02,-2.59,-1.78,-1.19,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,273.0,425.0,733.0,446.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,22.0,14.0,6.0,0.0,0.0,2.42,4.1,8.97,5.76,2.2,0.0,0.0,-2.02,-2.59,-2.64,-0.7,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,247.0,567.0,1500.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,57.0,9.0,0.0,0.0,0.0,1.94,5.46,20.84,3.3,0.0,0.0,0.0,-1.16,-3.29,-0.73,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,314.0,426.0,1353.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,63.0,36.0,0.0,0.0,0.0,2.83,4.08,18.54,9.9,0.0,0.0,0.0,-3.34,-2.1,-1.05,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,265.0,498.0,710.0,1490.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,8.0,48.0,21.0,9.0,0.0,2.06,5.29,6.8,19.48,8.64,3.3,0.0,-1.07,-3.97,-3.5,-2.1,-1.05,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,352.0,501.0,727.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,29.0,28.0,0.0,0.0,0.0,3.46,5.2,8.57,7.7,0.0,0.0,0.0,-3.22,-2.59,-3.48,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,393.0,424.0,1052.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,66.0,10.0,0.0,0.0,0.0,3.8,4.15,14.63,2.2,0.0,0.0,0.0,-4.49,-2.99,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,0.0,281.0,428.0,649.0,1058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,10.0,41.0,0.0,0.0,0.0,2.81,4.56,6.96,15.0,0.0,0.0,0.0,-2.78,-3.22,-2.45,-0.84,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,341.0,353.0,710.0,1490.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,18.0,68.0,30.0,12.0,0.0,3.29,3.44,6.8,19.48,8.64,3.3,0.0,-3.71,-2.73,-3.5,-2.1,-1.05,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,253.0,425.0,1123.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,38.0,15.0,0.0,0.0,0.0,2.44,4.1,15.31,5.5,0.0,0.0,0.0,-2.95,-2.59,-1.94,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,0.0,281.0,499.0,1039.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,29.0,33.0,0.0,0.0,0.0,2.81,5.24,13.3,12.1,0.0,0.0,0.0,-2.78,-3.57,-1.75,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,255.0,496.0,928.0,1764.0,1338.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,15.0,48.0,42.0,18.0,0.0,1.75,4.78,9.26,21.36,17.28,6.6,0.0,-1.29,-2.94,-4.2,-4.2,-2.1,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,274.0,424.0,663.0,375.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,19.0,13.0,3.0,0.0,0.0,2.4,4.15,8.24,5.08,1.1,0.0,0.0,-1.53,-2.99,-1.89,-0.35,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,282.0,422.0,647.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,13.0,32.0,0.0,0.0,0.0,2.76,4.19,7.03,11.7,0.0,0.0,0.0,-2.38,-3.97,-3.34,-0.84,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,282.0,424.0,664.0,445.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,19.0,15.0,3.0,0.0,0.0,2.76,4.12,8.22,5.78,1.1,0.0,0.0,-2.38,-3.08,-1.4,-1.19,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,245.0,425.0,1054.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,38.0,7.0,3.0,0.0,0.0,1.93,4.1,14.56,2.88,1.1,0.0,0.0,-1.94,-2.59,-0.7,-0.35,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,340.0,355.0,977.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,48.0,8.0,0.0,0.0,0.0,3.22,3.4,13.48,2.2,0.0,0.0,0.0,-4.23,-1.75,-1.19,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,350.0,424.0,891.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,38.0,28.0,0.0,0.0,0.0,3.6,4.12,11.54,7.7,0.0,0.0,0.0,-4.16,-3.08,-1.89,0.0,0.0,0.0
