id,Z-0_MA_AA,Z-1_MA_AA,Z-2_MA_AA,Z-3_MA_AA,Z-4_MA_AA,Z-5_MA_AA,Z-6_MA_AA,I-0_MA_AA,I-1_MA_AA,I-2_MA_AA,I-3_MA_AA,I-4_MA_AA,I-5_MA_AA,I-6_MA_AA,T-0_MA_AA,T-1_MA_AA,T-2_MA_AA,T-3_MA_AA,T-4_MA_AA,T-5_MA_AA,T-6_MA_AA,S-0_MA_AA,S-1_MA_AA,S-2_MA_AA,S-3_MA_AA,S-4_MA_AA,S-5_MA_AA,S-6_MA_AA,chi-0_MA_AA,chi-1_MA_AA,chi-2_MA_AA,chi-3_MA_AA,chi-4_MA_AA,chi-5_MA_AA,chi-6_MA_AA
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,5929.0,2541.0,3003.0,3080.0,231.0,0.0,0.0,1.0,5.0,7.0,10.0,3.0,0.0,0.0,25.0,70.0,85.0,85.0,15.0,0.0,0.0,1.988,5.062,6.514,7.106,1.311,0.0,0.0,4.84,31.284,40.458,57.244,14.52,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,3388.0,3927.0,3927.0,1848.0,231.0,1.0,4.0,7.0,11.0,15.0,9.0,3.0,16.0,44.0,72.0,108.0,112.0,60.0,12.0,1.988,4.568,7.149,9.546,10.674,5.71,1.311,4.84,22.726,41.426,59.4,79.068,45.87,14.52
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2464.0,3080.0,2233.0,693.0,77.0,0.0,1.0,5.0,7.0,8.0,4.0,1.0,0.0,25.0,70.0,75.0,75.0,30.0,5.0,0.0,1.988,5.09,6.486,5.837,2.341,0.437,0.0,4.84,30.206,41.536,42.878,20.13,4.84,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2079.0,3773.0,3080.0,231.0,0.0,0.0,1.0,4.0,8.0,20.0,3.0,0.0,0.0,16.0,48.0,112.0,92.0,12.0,0.0,0.0,1.988,4.033,8.206,10.378,1.311,0.0,0.0,4.84,25.674,45.958,98.406,14.52,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,3388.0,2541.0,693.0,0.0,0.0,1.0,6.0,7.0,18.0,9.0,0.0,0.0,36.0,102.0,150.0,162.0,54.0,0.0,0.0,1.988,6.401,7.106,9.644,3.934,0.0,0.0,4.84,38.94,41.228,89.43,43.56,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,5929.0,6006.0,3773.0,1925.0,231.0,0.0,0.0,1.0,4.0,8.0,20.0,3.0,0.0,0.0,16.0,48.0,112.0,92.0,12.0,0.0,0.0,1.988,5.414,8.206,9.334,1.311,0.0,0.0,4.84,20.812,45.958,97.57,14.52,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,4081.0,3311.0,2464.0,616.0,77.0,0.0,1.0,4.0,7.0,15.0,3.0,1.0,0.0,16.0,44.0,88.0,76.0,20.0,4.0,0.0,1.988,4.709,7.177,8.234,1.904,0.437,0.0,4.84,23.782,40.348,76.868,15.29,4.84,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929.0,3850.0,3003.0,5082.0,4235.0,1848.0,231.0,1.0,6.0,6.0,11.0,25.0,9.0,3.0,36.0,96.0,102.0,228.0,222.0,90.0,18.0,1.988,6.43,6.091,11.322,14.481,5.71,1.311,4.84,37.862,36.894,61.71,125.62,45.87,14.52
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,6853.0,3311.0,1848.0,231.0,0.0,0.0,1.0,4.0,7.0,19.0,3.0,0.0,0.0,16.0,44.0,104.0,88.0,12.0,0.0,0.0,1.988,5.823,7.177,8.897,1.311,0.0,0.0,4.84,22.154,40.348,92.73,14.52,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,5929.0,3388.0,2464.0,2618.0,1540.0,77.0,0.0,1.0,4.0,6.0,9.0,9.0,1.0,0.0,16.0,40.0,60.0,80.0,48.0,4.0,0.0,1.988,5.02,5.555,6.895,5.09,0.437,0.0,4.84,22.792,33.968,47.41,46.178,4.84,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3388.0,4235.0,847.0,0.0,0.0,1.0,4.0,7.0,14.0,11.0,0.0,0.0,16.0,44.0,84.0,108.0,44.0,0.0,0.0,1.988,4.54,7.106,10.096,4.808,0.0,0.0,4.84,23.804,41.228,73.524,53.24,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,5929.0,4697.0,3080.0,2618.0,616.0,0.0,0.0,1.0,4.0,7.0,14.0,8.0,0.0,0.0,16.0,44.0,84.0,96.0,32.0,0.0,0.0,1.988,5.217,6.528,8.488,3.497,0.0,0.0,4.84,21.692,41.734,70.84,38.72,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929.0,2464.0,3465.0,1925.0,77.0,0.0,0.0,1.0,5.0,8.0,14.0,1.0,0.0,0.0,25.0,75.0,110.0,85.0,5.0,0.0,0.0,1.988,5.09,7.544,7.276,0.437,0.0,0.0,4.84,30.206,46.068,70.378,4.84,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,2772.0,2002.0,3003.0,770.0,0.0,0.0,1.0,5.0,4.0,8.0,10.0,0.0,0.0,25.0,55.0,60.0,110.0,50.0,0.0,0.0,1.988,4.794,4.061,7.022,4.371,0.0,0.0,4.84,34.232,24.596,44.418,48.4,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,5929.0,3388.0,1386.0,0.0,0.0,0.0,1.0,6.0,7.0,18.0,0.0,0.0,0.0,36.0,102.0,150.0,108.0,0.0,0.0,0.0,1.988,7.078,7.106,7.868,0.0,0.0,0.0,4.84,37.048,41.228,87.12,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,5929.0,4158.0,2695.0,1925.0,77.0,0.0,0.0,1.0,7.0,9.0,8.0,1.0,0.0,0.0,49.0,154.0,126.0,84.0,7.0,0.0,0.0,1.988,7.6,6.867,5.217,0.437,0.0,0.0,4.84,41.492,48.488,43.186,4.84,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2541.0,3619.0,4620.0,4004.0,1848.0,231.0,1.0,4.0,7.0,10.0,22.0,9.0,3.0,16.0,44.0,68.0,136.0,136.0,60.0,12.0,1.988,4.597,7.022,10.293,13.169,5.71,1.311,4.84,21.648,44.462,56.1,111.1,45.87,14.52
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2079.0,2849.0,3311.0,308.0,0.0,0.0,1.0,4.0,6.0,12.0,4.0,0.0,0.0,16.0,40.0,72.0,80.0,16.0,0.0,0.0,1.988,4.033,6.148,7.91,1.748,0.0,0.0,4.84,25.674,34.738,67.804,19.36,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,2695.0,2849.0,3234.0,1463.0,154.0,0.0,1.0,4.0,6.0,10.0,9.0,2.0,0.0,16.0,40.0,64.0,84.0,52.0,8.0,0.0,1.988,4.54,6.148,7.826,5.118,0.874,0.0,4.84,23.804,34.738,54.978,45.1,9.68,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,2695.0,2849.0,3234.0,1540.0,77.0,0.0,1.0,4.0,6.0,10.0,9.0,1.0,0.0,16.0,40.0,64.0,84.0,48.0,4.0,0.0,1.988,4.54,6.148,7.826,5.09,0.437,0.0,4.84,23.804,34.738,54.978,46.178,4.84,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,2387.0,2233.0,1232.0,154.0,0.0,1.0,6.0,5.0,9.0,6.0,2.0,0.0,36.0,90.0,84.0,102.0,60.0,12.0,0.0,1.988,6.401,5.118,6.303,3.807,0.874,0.0,4.84,38.94,29.128,46.64,30.58,9.68,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929.0,3388.0,3003.0,3003.0,847.0,0.0,0.0,1.0,4.0,7.0,13.0,11.0,0.0,0.0,16.0,44.0,80.0,104.0,44.0,0.0,0.0,1.988,5.02,6.514,8.615,4.808,0.0,0.0,4.84,22.792,40.458,67.848,53.24,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929.0,2695.0,3080.0,5082.0,4235.0,1848.0,231.0,1.0,4.0,7.0,11.0,25.0,9.0,3.0,16.0,44.0,72.0,152.0,148.0,60.0,12.0,1.988,4.498,6.528,11.322,14.481,5.71,1.311,4.84,23.606,41.734,61.71,125.62,45.87,14.52
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,2695.0,3311.0,3080.0,385.0,0.0,0.0,1.0,4.0,7.0,16.0,5.0,0.0,0.0,16.0,44.0,92.0,92.0,20.0,0.0,0.0,1.988,4.54,7.177,9.165,2.186,0.0,0.0,4.84,23.804,40.348,84.436,24.2,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,2541.0,3003.0,3619.0,308.0,0.0,0.0,1.0,5.0,7.0,10.0,4.0,0.0,0.0,25.0,70.0,85.0,90.0,20.0,0.0,0.0,1.988,5.062,6.514,7.684,1.748,0.0,0.0,4.84,31.284,40.458,54.274,19.36,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,5467.0,2772.0,1386.0,0.0,0.0,0.0,1.0,5.0,6.0,18.0,0.0,0.0,0.0,25.0,65.0,120.0,90.0,0.0,0.0,0.0,1.988,5.95,6.176,7.868,0.0,0.0,0.0,4.84,31.548,33.66,87.12,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2541.0,3619.0,4620.0,3850.0,1848.0,231.0,1.0,4.0,7.0,10.0,20.0,9.0,3.0,16.0,44.0,68.0,128.0,128.0,60.0,12.0,1.988,4.597,7.022,10.293,12.295,5.71,1.311,4.84,21.648,44.462,56.1,101.42,45.87,14.52
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,2849.0,2849.0,2310.0,385.0,0.0,0.0,1.0,4.0,6.0,14.0,5.0,0.0,0.0,16.0,40.0,80.0,84.0,20.0,0.0,0.0,1.988,4.47,6.148,7.868,2.186,0.0,0.0,4.84,25.938,34.738,71.148,24.2,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929.0,4004.0,3850.0,1463.0,0.0,0.0,0.0,1.0,4.0,8.0,19.0,0.0,0.0,0.0,16.0,48.0,108.0,76.0,0.0,0.0,0.0,1.988,4.738,8.136,8.305,0.0,0.0,0.0,4.84,22.704,46.838,91.96,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,1848.0,3234.0,4158.0,1617.0,0.0,0.0,1.0,4.0,6.0,9.0,21.0,0.0,0.0,16.0,40.0,60.0,136.0,84.0,0.0,0.0,1.988,4.117,6.007,9.264,9.179,0.0,0.0,4.84,22.44,40.128,50.49,101.64,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,2541.0,2926.0,3388.0,462.0,0.0,0.0,1.0,5.0,7.0,10.0,6.0,0.0,0.0,25.0,70.0,85.0,100.0,30.0,0.0,0.0,1.988,5.062,6.585,7.769,2.623,0.0,0.0,4.84,31.284,39.578,57.134,29.04,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,2849.0,4312.0,4081.0,1925.0,231.0,1.0,6.0,6.0,11.0,18.0,10.0,3.0,36.0,96.0,102.0,180.0,192.0,96.0,18.0,1.988,6.401,6.148,10.138,12.013,6.148,1.311,4.84,38.94,34.738,60.17,92.51,50.71,14.52
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929.0,2772.0,3003.0,5082.0,4081.0,1848.0,231.0,1.0,4.0,6.0,11.0,23.0,9.0,3.0,16.0,40.0,68.0,144.0,140.0,60.0,12.0,1.988,4.371,6.091,11.322,13.606,5.71,1.311,4.84,24.794,36.894,61.71,115.94,45.87,14.52
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,5467.0,3311.0,3542.0,3234.0,1848.0,231.0,1.0,4.0,7.0,16.0,12.0,9.0,3.0,16.0,44.0,92.0,112.0,96.0,60.0,12.0,1.988,5.654,7.177,10.547,8.798,5.71,1.311,4.84,22.176,40.348,82.06,62.7,45.87,14.52
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,2079.0,2926.0,3696.0,308.0,0.0,0.0,1.0,4.0,6.0,10.0,4.0,0.0,0.0,16.0,40.0,64.0,72.0,16.0,0.0,0.0,1.988,4.033,6.077,7.656,1.748,0.0,0.0,4.84,25.674,35.618,55.352,19.36,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929.0,1925.0,3080.0,3234.0,770.0,0.0,0.0,1.0,4.0,6.0,10.0,10.0,0.0,0.0,16.0,40.0,64.0,96.0,40.0,0.0,0.0,1.988,4.089,6.063,7.826,4.371,0.0,0.0,4.84,23.518,37.972,54.978,48.4,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2618.0,3465.0,4235.0,1001.0,0.0,0.0,1.0,4.0,7.0,15.0,13.0,0.0,0.0,16.0,44.0,88.0,120.0,52.0,0.0,0.0,1.988,4.568,7.12,10.561,5.682,0.0,0.0,4.84,22.726,42.504,77.286,62.92,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2002.0,3003.0,4312.0,770.0,0.0,0.0,1.0,4.0,6.0,10.0,10.0,0.0,0.0,16.0,40.0,64.0,96.0,40.0,0.0,0.0,1.988,4.061,6.091,8.939,4.371,0.0,0.0,4.84,24.596,36.894,54.934,48.4,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,3465.0,3311.0,1848.0,231.0,0.0,0.0,1.0,4.0,7.0,19.0,3.0,0.0,0.0,16.0,44.0,104.0,88.0,12.0,0.0,0.0,1.988,4.977,7.177,8.897,1.311,0.0,0.0,4.84,24.068,40.348,92.73,14.52,0.0,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,2849.0,3927.0,1001.0,77.0,0.0,1.0,4.0,6.0,10.0,8.0,1.0,0.0,16.0,40.0,64.0,84.0,40.0,4.0,0.0,1.988,4.54,6.148,8.347,4.089,0.437,0.0,4.84,23.804,34.738,54.164,39.49,4.84,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,4851.0,2849.0,4004.0,3388.0,1848.0,231.0,1.0,4.0,6.0,11.0,14.0,9.0,3.0,16.0,40.0,68.0,108.0,104.0,60.0,12.0,1.988,5.231,6.148,9.517,9.673,5.71,1.311,4.84,23.628,34.738,60.478,72.38,45.87,14.52
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929.0,2618.0,3388.0,1848.0,616.0,77.0,0.0,1.0,4.0,7.0,14.0,3.0,1.0,0.0,16.0,44.0,84.0,72.0,20.0,4.0,0.0,1.988,4.568,7.106,7.304,1.904,0.437,0.0,4.84,22.726,41.228,69.3,15.29,4.84,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,1925.0,3080.0,3465.0,1155.0,0.0,0.0,1.0,4.0,6.0,9.0,15.0,0.0,0.0,16.0,40.0,60.0,112.0,60.0,0.0,0.0,1.988,4.089,6.063,8.051,6.556,0.0,0.0,4.84,23.518,37.972,50.028,72.6,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2541.0,2926.0,3619.0,231.0,0.0,0.0,1.0,5.0,7.0,10.0,3.0,0.0,0.0,25.0,70.0,85.0,85.0,15.0,0.0,0.0,1.988,5.062,6.585,7.727,1.311,0.0,0.0,4.84,31.284,39.578,54.472,14.52,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,4851.0,2310.0,2002.0,154.0,0.0,0.0,1.0,5.0,5.0,14.0,2.0,0.0,0.0,25.0,60.0,95.0,90.0,10.0,0.0,0.0,1.988,5.443,5.146,7.205,0.874,0.0,0.0,4.84,33.418,28.05,71.258,9.68,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,4235.0,2541.0,2387.0,154.0,0.0,0.0,1.0,8.0,7.0,9.0,2.0,0.0,0.0,64.0,184.0,128.0,120.0,16.0,0.0,0.0,1.988,7.952,5.992,6.246,0.874,0.0,0.0,4.84,52.03,38.808,48.796,9.68,0.0,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,5929.0,3388.0,2464.0,2310.0,770.0,77.0,0.0,1.0,4.0,6.0,9.0,5.0,1.0,0.0,16.0,40.0,60.0,68.0,28.0,4.0,0.0,1.988,5.02,5.555,6.274,2.778,0.437,0.0,4.84,22.792,33.968,47.718,24.97,4.84,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,3465.0,2849.0,2233.0,847.0,77.0,0.0,1.0,4.0,6.0,14.0,6.0,1.0,0.0,16.0,40.0,80.0,84.0,32.0,4.0,0.0,1.988,4.977,6.148,7.896,3.215,0.437,0.0,4.84,24.068,34.738,70.07,29.81,4.84,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929.0,3465.0,3311.0,6006.0,6699.0,3696.0,462.0,1.0,4.0,7.0,13.0,27.0,18.0,6.0,16.0,44.0,80.0,160.0,204.0,120.0,24.0,1.988,4.85,7.177,13.381,18.908,11.421,2.623,4.84,24.002,40.348,72.93,139.92,91.74,29.04
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,2618.0,3311.0,4004.0,3850.0,1925.0,231.0,1.0,4.0,7.0,12.0,15.0,10.0,3.0,16.0,44.0,76.0,112.0,116.0,64.0,12.0,1.988,4.568,7.177,9.983,10.702,6.148,1.311,4.84,22.726,40.348,64.24,77.99,50.71,14.52
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,4774.0,2618.0,2926.0,1386.0,77.0,0.0,1.0,4.0,5.0,8.0,13.0,1.0,0.0,16.0,36.0,52.0,96.0,60.0,4.0,0.0,1.988,5.259,4.991,7.05,6.274,0.437,0.0,4.84,22.55,32.164,43.34,63.69,4.84,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,4004.0,3465.0,3234.0,770.0,0.0,0.0,1.0,4.0,7.0,15.0,10.0,0.0,0.0,16.0,44.0,88.0,108.0,40.0,0.0,0.0,1.988,4.738,7.12,9.419,4.371,0.0,0.0,4.84,22.704,42.504,78.408,48.4,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,4697.0,2541.0,2464.0,231.0,0.0,0.0,1.0,5.0,6.0,9.0,3.0,0.0,0.0,25.0,65.0,75.0,80.0,15.0,0.0,0.0,1.988,5.753,5.485,6.176,1.311,0.0,0.0,4.84,31.108,34.848,49.676,14.52,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3234.0,2541.0,3234.0,924.0,0.0,0.0,1.0,6.0,5.0,10.0,12.0,0.0,0.0,36.0,90.0,90.0,156.0,72.0,0.0,0.0,1.988,5.922,5.062,7.826,5.245,0.0,0.0,4.84,39.732,31.284,54.978,58.08,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929.0,2618.0,3388.0,4158.0,3388.0,1848.0,231.0,1.0,4.0,7.0,12.0,14.0,9.0,3.0,16.0,44.0,76.0,112.0,104.0,60.0,12.0,1.988,4.568,7.106,9.884,9.673,5.71,1.311,4.84,22.726,41.228,66.198,72.38,45.87,14.52
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,6237.0,2849.0,1848.0,693.0,0.0,0.0,1.0,4.0,6.0,14.0,3.0,0.0,0.0,16.0,40.0,80.0,72.0,16.0,0.0,0.0,1.988,5.4,6.148,7.304,1.875,0.0,0.0,4.84,23.606,34.738,69.3,16.368,0.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_iodide_1_smi1_1_s_1,5929.0,6160.0,2618.0,2926.0,1232.0,77.0,0.0,1.0,4.0,5.0,8.0,11.0,1.0,0.0,16.0,36.0,52.0,88.0,52.0,4.0,0.0,1.988,5.527,4.991,7.05,5.4,0.437,0.0,4.84,21.89,32.164,43.34,54.01,4.84,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2695.0,3311.0,4543.0,3927.0,1848.0,231.0,1.0,4.0,7.0,12.0,15.0,9.0,3.0,16.0,44.0,76.0,112.0,112.0,60.0,12.0,1.988,4.54,7.177,10.476,10.674,5.71,1.311,4.84,23.804,40.348,66.968,79.068,45.87,14.52
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,5467.0,2310.0,1771.0,616.0,77.0,0.0,1.0,5.0,5.0,13.0,3.0,1.0,0.0,25.0,60.0,90.0,85.0,25.0,5.0,0.0,1.988,6.162,5.146,6.867,1.904,0.437,0.0,4.84,31.196,28.05,64.46,15.29,4.84,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,5929.0,3388.0,2926.0,4389.0,3619.0,1848.0,231.0,1.0,4.0,7.0,11.0,17.0,9.0,3.0,16.0,44.0,72.0,120.0,116.0,60.0,12.0,1.988,5.02,6.585,10.11,10.984,5.71,1.311,4.84,22.792,39.578,61.248,86.9,45.87,14.52
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,1925.0,3465.0,2695.0,616.0,0.0,0.0,1.0,4.0,7.0,15.0,8.0,0.0,0.0,16.0,44.0,88.0,100.0,32.0,0.0,0.0,1.988,4.089,7.12,8.925,3.497,0.0,0.0,4.84,23.518,42.504,75.68,38.72,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-icn_1_smi1_1_s_1,5929.0,3311.0,3850.0,4312.0,1386.0,0.0,0.0,1.0,4.0,8.0,19.0,18.0,0.0,0.0,16.0,48.0,108.0,148.0,72.0,0.0,0.0,1.988,5.048,8.136,12.352,7.868,0.0,0.0,4.84,21.934,46.838,99.308,87.12,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,4697.0,3773.0,2079.0,0.0,0.0,0.0,1.0,4.0,8.0,20.0,0.0,0.0,0.0,16.0,48.0,112.0,80.0,0.0,0.0,0.0,1.988,5.217,8.206,9.235,0.0,0.0,0.0,4.84,21.912,45.958,99.528,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929.0,3696.0,3157.0,1309.0,77.0,0.0,0.0,1.0,6.0,9.0,12.0,1.0,0.0,0.0,36.0,114.0,132.0,84.0,6.0,0.0,0.0,1.988,6.571,7.388,5.837,0.437,0.0,0.0,4.84,35.882,50.138,58.85,4.84,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,5929.0,8239.0,3311.0,1848.0,231.0,0.0,0.0,1.0,4.0,7.0,19.0,3.0,0.0,0.0,16.0,44.0,104.0,88.0,12.0,0.0,0.0,1.988,6.077,7.177,8.897,1.311,0.0,0.0,4.84,21.714,40.348,92.73,14.52,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,2849.0,3234.0,847.0,0.0,0.0,1.0,6.0,6.0,15.0,11.0,0.0,0.0,36.0,96.0,126.0,168.0,66.0,0.0,0.0,1.988,6.401,6.148,9.419,4.808,0.0,0.0,4.84,38.94,34.738,78.408,53.24,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929.0,4543.0,3311.0,5082.0,4158.0,1848.0,231.0,1.0,6.0,7.0,16.0,24.0,9.0,3.0,36.0,102.0,138.0,240.0,216.0,90.0,18.0,1.988,6.909,7.177,12.916,14.044,5.71,1.311,4.84,37.07,40.348,85.14,120.78,45.87,14.52
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929.0,2772.0,2464.0,2618.0,1540.0,77.0,0.0,1.0,4.0,6.0,9.0,9.0,1.0,0.0,16.0,40.0,60.0,80.0,48.0,4.0,0.0,1.988,4.47,5.555,6.895,5.09,0.437,0.0,4.84,24.684,33.968,47.41,46.178,4.84,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,4851.0,2464.0,2233.0,770.0,77.0,0.0,1.0,4.0,5.0,8.0,5.0,1.0,0.0,16.0,36.0,52.0,64.0,28.0,4.0,0.0,1.988,5.231,5.048,5.837,2.778,0.437,0.0,4.84,23.628,30.008,42.878,24.97,4.84,0.0
