id,Z-0_FD_AB,Z-1_FD_AB,Z-2_FD_AB,Z-3_FD_AB,Z-4_FD_AB,Z-5_FD_AB,Z-6_FD_AB,I-0_FD_AB,I-1_FD_AB,I-2_FD_AB,I-3_FD_AB,I-4_FD_AB,I-5_FD_AB,I-6_FD_AB,T-0_FD_AB,T-1_FD_AB,T-2_FD_AB,T-3_FD_AB,T-4_FD_AB,T-5_FD_AB,T-6_FD_AB,S-0_FD_AB,S-1_FD_AB,S-2_FD_AB,S-3_FD_AB,S-4_FD_AB,S-5_FD_AB,S-6_FD_AB,chi-0_FD_AB,chi-1_FD_AB,chi-2_FD_AB,chi-3_FD_AB,chi-4_FD_AB,chi-5_FD_AB,chi-6_FD_AB
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2251.2,3853.2,6710.6,6974.8,7084.3,5640.4,3630.0,-64.8,-124.8,-189.4,-237.2,-301.7,-335.6,-321.0,529.2,745.2,1130.6,1136.8,1471.3,1779.4,1254.0,-180.98,-343.908,-488.403,-702.207,-785.554,-1054.615,-1332.703,448.0,733.422,1045.587,1378.953,1615.496,2103.575,2311.577
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,2944.3,5027.9,8056.2,11106.7,13112.6,11019.5,9320.5,-100.7,-192.1,-268.8,-350.3,-465.4,-635.5,-651.5,679.3,1043.9,1555.2,1749.7,2366.6,2766.5,2642.5,-252.317,-444.181,-691.331,-864.243,-1102.469,-1646.681,-1967.121,603.883,932.489,1483.369,1768.977,2371.021,3230.059,3668.679
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1714.6,2699.2,4711.7,4160.5,1935.1,1213.4,-26.5,-28.4,-60.8,-91.3,-105.5,-104.9,-79.6,-26.5,361.6,461.2,700.7,551.5,519.1,610.4,-26.5,-99.02,-217.158,-276.107,-458.104,-387.257,-388.416,-461.193,283.63,501.402,664.303,959.936,810.643,744.774,729.507
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,2021.8,3632.9,5073.3,5047.9,3044.4,1506.8,269.5,-33.2,-69.1,-107.7,-124.1,-126.6,-98.2,-45.5,362.8,434.9,660.3,598.9,614.4,705.8,125.5,-104.454,-217.721,-267.609,-434.557,-415.919,-458.638,-532.45,292.176,488.809,598.011,879.713,834.301,886.262,869.3
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2198.8,4211.6,6860.4,6223.9,3921.9,2476.2,751.4,-42.2,-87.4,-147.6,-193.1,-239.1,-175.8,-58.6,449.8,572.6,848.4,970.9,1026.9,760.2,103.4,-129.034,-276.743,-380.66,-617.672,-782.17,-859.028,-655.124,331.646,567.277,750.85,1179.298,1383.68,1502.182,1097.176
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_dft-no2_1_smi1_1_s_1,2731.1,4233.4,5729.9,7414.0,7430.2,5358.4,3292.7,-73.9,-149.6,-201.1,-254.0,-330.8,-350.6,-271.3,508.1,786.4,1112.9,1249.0,1445.2,1350.4,979.7,-172.1,-325.984,-493.016,-618.089,-795.801,-952.236,-901.413,432.19,725.636,1097.044,1296.841,1662.639,1860.504,1621.377
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2617.9,4861.9,7114.7,6033.6,3057.7,906.3,-18.6,-46.1,-112.1,-178.3,-257.4,-245.3,-110.7,-18.6,481.9,685.9,1093.7,1146.6,888.7,429.3,-18.6,-126.581,-292.681,-428.658,-793.623,-849.417,-736.013,-391.22,330.499,602.519,854.382,1486.947,1410.573,1203.037,629.38
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,2105.9,4461.0,6075.2,2859.3,1105.8,-17.3,0.0,-27.1,-66.0,-113.8,-113.7,-82.2,-17.3,0.0,308.9,402.0,666.2,426.3,403.8,-17.3,0.0,-81.07,-177.395,-263.589,-517.603,-367.824,-352.674,0.0,226.88,372.715,548.421,964.667,689.496,565.866,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,1983.3,2578.1,3688.8,6535.6,2659.0,1140.0,1153.2,-32.7,-67.9,-79.2,-118.4,-149.0,-60.0,-46.8,399.3,502.1,718.8,841.6,493.0,444.0,607.2,-107.046,-236.544,-265.16,-368.625,-516.888,-307.049,-260.663,321.324,590.046,716.92,878.955,1053.552,657.571,584.377
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1796.1,2992.1,5131.9,4854.5,2307.0,1594.3,637.3,-39.9,-76.9,-115.1,-158.5,-180.0,-133.7,-46.7,362.1,505.1,670.9,798.5,681.0,421.3,142.3,-115.188,-228.17,-326.581,-459.167,-639.512,-579.132,-338.04,301.392,495.34,681.989,921.853,1175.878,1044.918,626.31
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1963.7,3888.3,6082.2,3223.1,1970.0,542.2,-11.9,-34.3,-71.7,-127.8,-142.9,-160.0,-51.8,-11.9,343.7,420.3,688.2,493.1,560.0,272.2,-11.9,-98.266,-208.302,-282.065,-541.83,-451.513,-499.617,-235.424,251.294,420.738,552.865,944.19,769.637,857.583,376.936
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,1533.5,2496.6,4608.9,2063.4,1453.6,849.4,51.9,-29.5,-53.4,-83.1,-102.6,-100.4,-47.6,-11.1,282.5,384.6,555.9,362.4,358.6,162.4,-11.1,-87.338,-177.944,-229.919,-391.896,-298.706,-287.587,-111.43,245.212,433.756,554.251,771.504,610.864,590.693,180.08
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,1854.7,2758.8,4475.0,2683.3,1297.1,585.1,164.1,-32.3,-70.2,-97.0,-118.7,-64.9,-50.9,-15.9,291.7,391.8,602.0,310.3,295.1,204.1,65.1,-82.335,-174.214,-240.388,-413.167,-203.309,-216.579,-145.722,224.745,388.616,547.112,775.373,394.861,366.861,248.658
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1887.9,3077.9,4872.3,3609.3,1586.4,884.8,251.0,-32.1,-72.1,-107.7,-128.7,-108.6,-57.2,-19.0,375.9,560.9,786.3,681.3,530.4,329.8,95.0,-101.594,-225.062,-313.24,-442.552,-446.223,-370.875,-211.017,298.606,556.348,748.34,917.678,878.397,708.855,378.363
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1918.4,3494.1,4891.2,4004.7,2460.7,1235.8,-29.9,-34.6,-66.9,-103.8,-126.3,-134.3,-93.2,-29.9,325.4,419.1,646.2,542.7,498.7,476.8,-29.9,-99.266,-197.176,-258.471,-444.25,-404.144,-403.235,-381.803,267.244,441.494,583.149,866.63,783.556,746.125,582.097
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,1894.3,3222.5,5121.2,5473.2,2771.5,1243.6,598.5,-37.7,-77.5,-119.8,-154.8,-150.5,-106.4,-52.5,370.3,516.5,684.2,775.2,590.5,370.6,244.5,-108.712,-221.85,-334.489,-447.63,-589.81,-499.771,-298.692,284.738,471.21,681.701,877.5,1086.14,872.819,517.308
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,1968.6,2950.5,4529.2,2042.2,678.9,361.6,-5.0,-32.4,-79.5,-102.8,-132.8,-59.1,-25.4,-5.0,327.6,481.5,722.2,401.2,222.9,109.6,-5.0,-84.931,-205.958,-269.437,-480.596,-245.113,-165.404,-60.883,240.239,478.882,654.053,900.634,433.097,308.266,92.207
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,1795.5,3186.9,6195.2,4534.5,2492.3,1448.8,159.7,-34.5,-71.1,-119.8,-166.5,-177.7,-108.2,-29.3,415.5,564.9,840.2,901.5,848.3,431.8,-29.3,-118.074,-256.181,-353.436,-605.041,-714.511,-704.59,-392.492,317.946,558.259,764.754,1199.009,1371.989,1292.78,652.138
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1896.9,3133.8,5480.3,5732.3,2847.7,2517.9,1484.8,-41.1,-79.2,-123.7,-165.7,-200.3,-164.1,-72.2,420.9,544.8,713.3,875.3,834.7,714.9,341.8,-125.757,-264.118,-352.742,-475.965,-683.624,-667.282,-534.381,332.553,582.182,733.828,971.175,1274.986,1239.338,1009.209
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,1988.3,3319.0,3757.5,2199.4,995.0,372.3,50.2,-36.7,-89.0,-109.5,-107.6,-67.0,-26.7,-3.8,287.3,475.0,520.5,357.4,251.0,93.3,5.2,-79.451,-174.489,-254.321,-278.763,-221.893,-146.325,-45.763,219.589,404.721,574.249,543.327,435.557,276.765,82.937
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_iodide_1_smi1_1_s_1,1798.8,2805.2,4222.6,4331.6,2790.4,1133.1,449.7,-37.2,-68.8,-91.4,-102.4,-83.6,-66.9,-36.3,226.8,315.2,406.6,281.6,258.4,227.1,149.7,-80.308,-136.148,-204.356,-230.823,-193.0,-201.915,-165.883,204.212,300.472,442.264,431.877,391.64,369.405,295.397
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1842.0,3229.7,6421.4,5187.5,2662.2,1666.9,229.6,-36.0,-76.3,-130.6,-179.5,-211.8,-130.1,-40.4,456.0,583.7,865.4,984.5,1054.2,805.9,121.6,-130.712,-284.826,-372.625,-625.439,-786.991,-855.53,-663.61,344.068,602.394,769.355,1189.921,1416.299,1526.2,1101.65
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,1728.3,2808.6,4947.0,4066.3,2041.4,984.4,303.6,-29.7,-59.4,-93.0,-100.7,-88.6,-59.6,-26.4,294.3,354.6,525.0,340.3,400.4,426.4,75.6,-86.897,-174.559,-221.002,-346.711,-253.325,-297.286,-308.128,244.753,403.031,514.028,696.899,530.065,585.194,542.132
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1856.4,3613.6,6080.0,2715.3,1123.6,-19.9,0.0,-27.6,-61.4,-106.0,-125.7,-100.4,-19.9,0.0,314.4,412.6,692.0,456.3,493.6,-19.9,0.0,-87.738,-189.369,-255.139,-526.891,-404.73,-429.719,0.0,240.102,407.511,554.711,946.169,706.41,692.941,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1676.3,2481.7,3894.8,4306.3,1938.6,1751.1,995.2,-36.7,-62.3,-83.2,-112.7,-125.4,-108.9,-48.8,299.3,393.7,531.8,523.3,474.6,416.1,149.2,-99.919,-189.124,-230.22,-307.565,-365.832,-359.006,-294.706,275.801,466.466,571.89,672.745,751.578,699.814,556.784
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,1745.2,2643.9,3953.7,3847.4,2359.6,1025.5,449.7,-36.8,-68.1,-90.3,-100.6,-82.4,-66.5,-36.3,227.2,315.9,407.7,283.4,259.6,227.5,149.7,-80.474,-137.238,-206.177,-234.142,-196.358,-202.657,-165.888,205.516,303.792,447.793,441.788,400.042,371.603,295.392
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_fluoride_1_smi1_1_s_1,1915.9,2772.2,4516.1,3820.3,1655.6,887.7,-27.6,-31.1,-68.8,-94.9,-121.7,-96.4,-57.3,-27.6,346.9,441.2,694.1,529.3,428.6,455.7,-27.6,-92.972,-208.239,-255.715,-460.633,-337.577,-286.318,-344.312,266.818,479.811,623.885,949.967,691.003,545.282,523.198
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,2221.5,3438.2,5376.6,7184.1,6738.0,5026.5,3589.7,-61.5,-119.8,-164.4,-192.9,-240.0,-277.5,-262.3,472.5,672.2,927.6,986.1,1227.0,1390.5,1213.7,-165.463,-304.136,-439.619,-508.756,-631.789,-838.51,-961.944,425.087,677.434,974.131,1106.834,1428.641,1756.28,1812.936
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,2284.0,3796.7,5720.6,7028.6,7184.7,5349.5,3514.5,-68.0,-127.3,-180.4,-225.4,-273.3,-326.5,-289.5,454.0,688.7,983.6,1010.6,1238.7,1299.5,1033.5,-166.872,-289.521,-455.486,-559.285,-662.74,-889.49,-962.072,403.038,616.779,968.794,1103.885,1363.25,1697.98,1699.948
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,2312.0,3755.2,5680.2,7785.3,7372.2,5474.6,3862.8,-64.0,-123.8,-172.8,-212.7,-262.8,-303.4,-283.2,482.0,686.2,985.2,1068.3,1339.2,1472.6,1285.8,-169.922,-306.238,-448.745,-536.87,-673.931,-921.355,-1029.108,434.638,677.372,993.925,1122.94,1458.769,1856.225,1911.492
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1862.7,3162.2,5198.8,5251.6,2500.1,1254.4,608.5,-36.3,-77.8,-117.2,-151.4,-145.9,-107.6,-54.5,377.7,522.2,704.8,814.6,673.1,447.4,251.5,-112.449,-228.413,-339.273,-465.412,-616.925,-547.766,-351.025,299.811,485.677,703.407,932.438,1157.215,957.394,605.165
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,1651.1,2337.7,3783.1,4770.3,1932.6,1157.9,546.8,-28.9,-56.3,-74.9,-92.7,-98.4,-72.1,-29.2,331.1,429.7,570.1,525.3,399.6,446.9,210.8,-94.585,-199.985,-243.533,-304.388,-343.279,-297.322,-301.274,280.325,504.745,618.337,697.072,739.331,604.898,579.436
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1892.5,3449.7,4769.7,3313.8,2286.7,1209.1,342.8,-36.5,-69.3,-111.3,-121.2,-128.3,-89.9,-38.2,305.5,386.7,566.7,412.8,420.7,429.1,123.8,-98.022,-189.478,-264.214,-408.506,-338.45,-351.862,-333.834,252.768,409.472,545.936,751.384,623.53,638.138,559.836
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,1788.2,3059.1,4723.0,2395.5,1375.7,762.9,52.6,-35.8,-72.9,-113.0,-142.5,-109.3,-53.1,-10.4,312.2,476.1,718.0,496.5,289.7,156.9,-10.4,-94.413,-195.914,-287.23,-489.167,-364.366,-250.59,-110.711,251.127,446.776,647.09,911.263,681.734,482.82,180.799
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2329.0,3327.2,4187.7,6283.3,3197.2,1538.8,1117.0,-47.0,-98.8,-126.3,-163.7,-207.8,-138.2,-77.0,427.0,561.2,755.7,919.3,716.2,521.8,523.0,-122.266,-264.241,-324.936,-428.083,-596.495,-455.225,-383.384,332.744,608.249,743.484,915.257,1150.555,799.105,715.936
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,2525.9,4317.7,5304.3,2476.1,794.3,182.5,-1.9,-48.1,-137.3,-188.7,-214.9,-111.7,-18.5,-1.9,443.9,780.7,1065.3,640.1,164.3,62.5,-1.9,-106.124,-290.712,-429.545,-677.111,-409.207,-153.419,-39.134,273.076,611.298,899.185,1183.579,617.963,260.641,62.926
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_chloride_1_smi1_1_s_1,1853.1,3005.4,5044.8,5424.8,2745.6,1238.1,599.0,-36.9,-75.6,-115.2,-146.2,-140.4,-99.9,-52.0,365.1,500.4,652.8,705.8,522.6,368.1,245.0,-106.126,-219.459,-323.786,-422.742,-533.321,-442.924,-294.083,278.894,471.051,674.194,856.518,1020.049,789.956,510.577
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-hicn_1_iodide_1_smi1_1_s_1,2112.7,3905.1,4991.3,3391.7,1379.9,406.4,49.5,-38.3,-93.9,-120.7,-121.3,-75.1,-25.6,-4.5,309.7,494.1,554.3,391.7,272.9,97.4,4.5,-83.11,-188.687,-266.852,-301.919,-248.786,-163.376,-46.482,225.62,432.223,586.798,575.971,479.224,318.814,82.218
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,1513.4,2318.8,4668.5,2262.3,1134.4,520.7,-8.7,-25.6,-51.2,-77.5,-92.7,-74.6,-28.3,-8.7,280.4,368.8,525.5,282.3,363.4,181.7,-8.7,-81.801,-174.206,-214.349,-360.546,-233.216,-275.872,-112.248,235.239,422.404,523.861,712.674,467.434,533.258,171.252
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_chloride_1_smi1_1_s_1,1791.3,2838.7,5067.1,5272.5,2356.8,1196.1,591.1,-32.7,-68.3,-101.9,-136.5,-130.2,-84.9,-38.9,363.3,489.7,660.1,736.5,592.8,437.1,207.1,-105.124,-216.912,-305.745,-416.713,-544.668,-466.985,-320.282,294.026,492.648,686.445,886.397,1076.022,868.585,593.818
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,1627.2,2434.4,3445.6,4554.5,1652.1,1315.4,508.3,-31.8,-55.6,-76.4,-98.5,-111.9,-91.6,-34.7,310.2,424.4,565.6,555.5,446.1,358.4,205.3,-96.929,-186.707,-243.324,-312.614,-379.524,-338.775,-261.597,275.461,469.573,603.516,690.736,761.736,664.215,485.193
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,2020.0,3630.3,5300.5,4600.4,2694.0,1166.5,326.9,-35.0,-71.7,-111.5,-115.6,-105.0,-78.5,-36.1,301.0,366.3,530.5,334.4,402.0,431.5,125.9,-90.264,-180.427,-243.615,-361.15,-264.705,-321.824,-328.818,237.006,383.213,500.025,680.06,508.515,585.256,552.192
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2122.5,3048.3,3735.2,3258.1,1674.2,753.4,319.8,-43.5,-89.7,-107.8,-137.9,-110.8,-65.6,-25.2,286.5,426.3,534.2,453.1,345.2,210.4,103.8,-90.895,-178.114,-244.437,-325.051,-287.694,-217.856,-138.557,242.315,416.816,547.413,621.839,555.066,388.294,250.033
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2429.9,4184.1,5267.6,3958.3,2398.0,1138.3,324.6,-45.1,-99.9,-144.4,-181.7,-155.0,-94.7,-38.4,374.9,506.1,773.6,604.3,496.0,439.3,123.6,-108.369,-234.335,-318.27,-548.452,-415.228,-368.013,-335.267,283.581,509.485,664.17,1016.228,722.732,636.417,557.083
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_bromide_1_smi1_1_s_1,2066.2,3613.5,4405.1,3045.6,1299.2,489.9,123.6,-39.8,-94.5,-118.9,-128.4,-74.8,-32.1,-8.4,290.2,469.5,577.1,393.6,231.2,117.9,27.6,-83.587,-178.853,-263.674,-314.06,-238.271,-145.765,-60.653,223.703,405.577,606.416,590.29,461.629,288.515,113.887
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1801.3,3341.7,4597.7,2288.1,1451.2,531.6,-6.9,-31.7,-60.3,-94.3,-105.9,-102.8,-41.4,-6.9,256.3,353.7,511.7,329.1,296.2,168.6,-6.9,-81.53,-153.38,-224.381,-374.417,-286.261,-252.906,-110.429,218.62,346.72,483.829,684.553,526.349,461.634,173.071
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1634.0,2406.2,3598.9,4180.1,1742.5,1415.8,681.7,-37.0,-62.8,-82.1,-109.9,-120.5,-105.2,-47.3,275.0,369.2,499.9,502.1,443.5,362.8,150.7,-98.209,-175.872,-218.907,-292.906,-354.545,-347.397,-270.669,268.961,428.718,538.383,642.674,727.105,670.953,517.281
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1657.2,2797.8,4623.9,2630.5,1289.4,597.0,168.1,-28.8,-58.2,-89.1,-102.5,-81.6,-45.0,-11.9,265.2,355.8,546.9,368.5,341.4,210.0,18.1,-80.907,-155.504,-220.183,-373.373,-291.076,-269.211,-144.81,227.133,356.266,510.347,705.397,551.024,490.059,265.29
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,1660.4,2497.1,3327.6,4681.3,1879.9,1039.3,511.4,-28.6,-52.9,-71.4,-88.7,-97.1,-64.7,-31.6,307.4,421.1,552.6,535.3,412.9,295.3,208.4,-90.187,-179.427,-236.466,-292.742,-346.66,-303.909,-204.672,269.543,463.323,598.614,669.778,722.51,611.031,394.698
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2087.6,3749.2,6822.9,7522.3,3973.9,2965.2,1530.8,-42.4,-90.8,-149.1,-217.7,-250.1,-202.8,-89.2,515.6,707.2,972.9,1336.3,1207.9,877.2,396.8,-142.619,-313.568,-456.072,-667.307,-1020.119,-983.682,-726.411,374.671,653.902,923.718,1356.223,1908.271,1772.838,1284.009
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,1863.6,3263.3,4673.3,3288.2,1844.3,884.6,123.2,-29.4,-60.7,-93.7,-95.8,-84.7,-54.4,-20.8,288.6,353.3,494.3,309.2,383.3,389.6,42.2,-84.138,-171.506,-222.277,-340.652,-239.94,-285.899,-274.599,237.702,393.904,488.483,679.018,496.32,560.551,453.861
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-iacn_1_chloride_1_smi1_1_s_1,2521.8,4243.1,7396.8,10129.3,8901.8,6797.7,5110.9,-70.2,-145.9,-214.2,-271.7,-341.2,-384.3,-370.1,625.8,868.1,1225.8,1492.3,1719.8,2036.7,1987.9,-201.676,-401.592,-578.658,-728.815,-1004.029,-1232.885,-1475.369,500.834,826.038,1194.252,1520.645,2052.191,2420.845,2718.361
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,1767.2,2726.8,3399.8,2745.9,1415.7,682.2,283.6,-35.8,-72.2,-92.2,-101.1,-75.3,-46.8,-19.4,252.2,380.8,462.8,321.9,233.7,157.2,76.6,-80.542,-155.073,-229.905,-257.961,-209.407,-158.943,-97.361,216.818,372.387,546.285,510.909,428.363,311.517,185.479
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-cch_1_smi1_1_s_1,1758.4,2954.2,4881.5,4704.9,2120.3,1287.8,399.4,-35.6,-69.8,-107.5,-146.1,-156.7,-104.2,-32.6,360.4,506.2,660.5,774.9,620.3,375.8,156.4,-109.09,-219.094,-319.206,-442.317,-606.621,-514.384,-288.963,290.45,485.846,673.524,884.553,1126.509,929.246,512.937
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1600.8,2347.7,3384.6,3258.7,1589.6,1460.3,849.7,-34.2,-55.3,-74.4,-89.3,-99.4,-78.7,-41.3,241.8,322.7,381.6,342.7,356.6,335.3,156.7,-86.885,-149.907,-192.786,-217.941,-250.422,-250.636,-220.173,243.355,384.153,458.994,474.909,531.858,523.184,428.547
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_chloride_1_smi1_1_s_1,2199.4,3466.0,5360.1,6924.4,6882.7,4999.5,3211.6,-59.6,-113.0,-156.9,-191.6,-230.3,-259.5,-226.4,438.4,655.0,929.1,939.4,1107.7,1165.5,952.6,-153.533,-272.179,-417.954,-494.621,-581.961,-751.122,-805.434,398.107,627.311,965.706,1066.489,1320.219,1583.598,1530.786
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,2309.7,4235.6,4305.9,2710.2,1099.5,382.3,68.0,-45.3,-123.4,-170.1,-160.8,-91.5,-34.7,-7.0,368.7,683.6,807.9,529.2,295.5,115.3,23.0,-96.504,-230.448,-393.273,-445.21,-326.398,-183.129,-66.937,244.326,468.972,761.517,753.98,564.182,316.281,113.453
ir_tbp_1_dft-nme3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2061.9,3680.5,4976.7,2789.1,1386.6,655.0,47.7,-41.1,-96.5,-156.3,-180.9,-140.4,-50.0,-12.3,390.9,611.5,863.7,656.1,396.6,274.0,14.7,-107.574,-247.963,-365.3,-577.364,-478.093,-306.994,-203.951,274.956,524.447,726.43,1002.136,801.377,552.836,333.859
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,2274.9,3694.3,5787.8,7059.9,7262.5,5648.9,4200.6,-71.1,-130.7,-179.2,-227.1,-282.5,-345.1,-326.4,456.9,691.3,1002.8,1044.9,1295.5,1376.9,1077.6,-173.867,-301.173,-462.556,-570.427,-688.25,-930.54,-1020.282,420.223,645.357,1006.484,1160.093,1451.23,1809.96,1796.688
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,1633.0,2476.1,3480.0,4552.9,1625.4,1117.7,549.4,-26.0,-52.9,-72.0,-85.1,-84.6,-58.3,-26.6,334.0,445.1,585.0,562.9,449.4,370.7,213.4,-93.024,-197.937,-254.311,-314.014,-364.266,-309.555,-244.789,286.506,510.813,648.089,735.836,813.474,655.305,488.501
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,2117.2,4467.3,6295.0,3036.0,1419.6,-20.7,0.0,-33.8,-71.7,-125.0,-141.0,-149.4,-20.7,0.0,308.2,402.3,673.0,441.0,444.6,-20.7,0.0,-89.016,-184.091,-270.317,-538.204,-432.704,-430.581,0.0,224.094,368.299,528.943,919.166,701.626,692.079,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1880.7,3087.4,5295.6,5872.6,2732.2,2173.7,1311.0,-42.3,-80.6,-122.4,-166.4,-192.8,-169.3,-93.0,401.7,519.4,711.6,880.6,800.2,685.7,390.0,-126.524,-253.462,-342.827,-472.645,-679.998,-656.75,-546.737,332.626,552.758,728.863,969.815,1288.992,1211.65,1023.553
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,1873.4,2732.4,3903.9,3921.2,2150.9,712.2,317.5,-34.6,-66.6,-80.1,-101.8,-75.1,-46.8,-21.5,259.4,353.4,444.9,303.2,236.9,187.2,107.5,-80.007,-158.578,-208.05,-249.243,-187.245,-156.152,-120.034,220.533,395.042,495.39,499.287,385.725,286.528,227.276
