id,Z-0_FD_AB,Z-1_FD_AB,Z-2_FD_AB,Z-3_FD_AB,Z-4_FD_AB,Z-5_FD_AB,Z-6_FD_AB,I-0_FD_AB,I-1_FD_AB,I-2_FD_AB,I-3_FD_AB,I-4_FD_AB,I-5_FD_AB,I-6_FD_AB,T-0_FD_AB,T-1_FD_AB,T-2_FD_AB,T-3_FD_AB,T-4_FD_AB,T-5_FD_AB,T-6_FD_AB,S-0_FD_AB,S-1_FD_AB,S-2_FD_AB,S-3_FD_AB,S-4_FD_AB,S-5_FD_AB,S-6_FD_AB,chi-0_FD_AB,chi-1_FD_AB,chi-2_FD_AB,chi-3_FD_AB,chi-4_FD_AB,chi-5_FD_AB,chi-6_FD_AB
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1714.2,2524.8,3827.7,5029.2,2043.2,1863.3,1281.0,-37.8,-64.2,-84.3,-115.8,-131.8,-122.7,-72.0,316.2,421.8,605.7,604.2,501.2,447.3,222.0,-105.173,-197.672,-251.353,-338.578,-415.468,-384.096,-331.344,289.897,484.348,635.987,741.422,843.812,737.814,604.956
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,1774.9,2759.3,3771.5,2853.9,1214.7,608.4,184.5,-34.1,-72.7,-95.5,-107.1,-78.3,-39.6,-13.5,277.9,410.3,498.5,369.9,272.7,191.4,58.5,-83.151,-171.644,-243.172,-285.23,-239.786,-187.278,-112.85,228.429,409.426,552.758,560.53,475.114,366.552,205.12
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,1503.2,2119.2,3389.6,2567.9,1125.4,630.7,194.3,-26.8,-49.8,-63.4,-72.1,-59.6,-35.3,-12.7,225.2,310.2,359.6,239.9,240.4,195.7,59.3,-71.976,-136.221,-177.508,-197.847,-169.633,-168.791,-112.253,214.314,359.679,444.032,433.983,381.137,354.529,210.307
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_chloride_1_smi1_1_s_1,2114.4,3124.6,5153.8,6855.6,3090.6,1361.0,888.0,-36.6,-82.4,-114.2,-170.4,-173.4,-88.0,-57.0,449.4,589.6,836.8,1020.6,702.6,641.0,456.0,-119.215,-268.29,-346.808,-513.383,-689.685,-485.227,-443.374,336.305,604.86,793.432,1114.087,1346.535,928.943,819.146
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1699.4,2532.0,3651.1,5028.1,2027.8,1186.4,611.5,-31.6,-60.0,-77.9,-101.9,-108.2,-79.6,-48.5,316.4,420.0,594.1,588.1,470.8,397.4,242.5,-97.556,-190.913,-245.053,-319.807,-384.432,-350.109,-284.445,282.874,472.537,623.957,707.963,785.898,683.871,507.975
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1898.8,3278.6,4775.5,3943.5,2263.2,1093.3,-29.9,-30.2,-63.4,-93.5,-106.5,-100.8,-73.7,-29.9,323.8,404.6,620.5,478.5,475.2,496.3,-29.9,-93.596,-195.481,-247.394,-420.882,-338.805,-359.35,-381.838,265.234,448.139,587.986,877.488,715.425,681.74,582.062
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1850.4,2750.3,3635.8,3510.3,1679.7,1103.4,477.3,-36.6,-69.7,-96.2,-113.7,-114.3,-66.6,-26.7,299.4,401.3,479.8,462.3,404.7,326.4,171.3,-93.65,-187.001,-240.801,-285.697,-314.537,-261.53,-216.137,267.76,471.949,559.539,618.143,671.023,547.9,422.053
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_fluoride_1_smi1_1_s_1,2199.6,3421.5,5451.4,6766.9,6765.6,4850.2,3237.8,-59.4,-115.5,-158.6,-193.1,-227.4,-261.8,-242.2,456.6,682.5,969.4,976.9,1188.6,1283.2,1053.8,-160.307,-287.023,-441.952,-530.234,-614.185,-806.456,-890.088,414.523,649.817,1007.378,1139.296,1394.555,1694.044,1652.532
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2573.6,4793.0,7306.7,7641.2,8295.2,6614.3,3907.6,-66.4,-133.0,-202.3,-248.8,-320.8,-357.7,-331.4,533.6,743.0,1135.7,1167.2,1548.2,1847.3,1315.6,-179.587,-337.648,-494.778,-709.564,-802.319,-1115.907,-1392.564,442.913,701.042,1022.562,1361.546,1593.391,2151.063,2390.136
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1689.0,2478.8,3506.8,5069.7,2016.4,1443.8,1034.0,-33.0,-62.2,-84.2,-102.3,-107.6,-83.2,-70.0,327.0,405.8,551.8,578.7,531.4,501.8,446.0,-105.62,-202.224,-248.544,-306.195,-379.858,-373.923,-342.567,301.3,490.146,607.356,700.575,818.882,772.767,644.613
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_dft-no2_1_smi1_1_s_1,2225.8,3459.9,4921.3,4331.9,2117.1,1046.6,-27.6,-42.2,-92.1,-130.7,-174.1,-162.9,-87.4,-27.6,389.8,537.9,829.3,728.9,503.1,425.6,-27.6,-107.191,-238.91,-308.221,-558.208,-483.02,-358.738,-344.339,290.729,537.25,710.939,1110.662,890.98,638.642,523.171
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,2490.5,4711.3,6822.3,6665.9,7647.9,6005.8,3403.6,-62.5,-121.7,-188.7,-231.1,-281.1,-303.2,-277.4,489.5,724.3,1095.3,1046.9,1275.9,1469.8,1009.6,-162.714,-300.817,-472.687,-682.049,-715.467,-910.409,-1095.998,405.696,646.703,1004.033,1328.131,1481.163,1811.731,1913.602
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1762.5,2854.4,3655.4,2481.2,1207.6,665.6,159.8,-37.5,-73.6,-103.6,-119.8,-97.4,-42.4,-11.2,268.5,409.4,505.4,387.2,271.6,152.6,39.8,-86.305,-170.126,-250.497,-305.06,-278.135,-192.297,-88.209,228.695,400.324,554.283,571.6,525.175,387.753,163.851
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,2396.6,3735.3,5916.8,9654.9,8167.7,6032.7,4961.5,-60.4,-119.7,-170.2,-212.1,-277.3,-306.3,-270.5,581.6,798.3,1143.8,1272.9,1435.7,1697.7,1925.5,-183.485,-357.127,-491.793,-598.998,-767.813,-964.041,-1089.989,491.875,821.843,1137.897,1345.842,1709.587,2069.379,2299.621
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,1866.2,2428.5,3383.0,4786.8,1947.7,765.9,511.5,-29.8,-61.5,-70.0,-97.2,-104.3,-44.1,-31.5,330.2,436.5,584.0,592.8,357.7,315.9,208.5,-89.328,-192.956,-231.229,-300.369,-360.476,-215.13,-204.646,272.682,496.594,611.321,694.191,761.404,435.63,394.724
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1678.6,2803.2,4784.9,2546.8,1927.1,1331.0,396.7,-37.4,-67.8,-102.1,-123.2,-127.9,-91.0,-26.3,274.6,376.2,575.9,392.8,397.1,218.0,72.7,-93.724,-173.153,-247.95,-415.054,-328.498,-341.891,-177.425,237.026,373.327,542.13,765.116,585.542,584.929,309.715
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1689.1,2813.9,4775.8,3098.4,1955.1,1175.3,353.2,-35.9,-69.1,-108.2,-123.6,-132.9,-93.7,-39.8,312.1,392.9,587.8,446.4,500.1,467.3,131.2,-101.726,-196.411,-263.259,-419.96,-362.037,-409.848,-361.061,260.224,416.819,551.901,765.52,649.563,727.962,604.579
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2621.7,4848.6,7371.5,7823.7,8649.5,7352.7,4573.1,-69.3,-134.4,-203.5,-249.3,-326.5,-375.3,-349.9,530.7,741.6,1134.5,1166.7,1542.5,1829.7,1297.1,-180.402,-337.006,-494.128,-704.371,-793.305,-1098.767,-1378.015,444.078,706.724,1032.842,1387.979,1617.795,2169.283,2393.075
ir_tbp_1_dft-sime_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1776.7,2655.2,3819.2,6740.0,2159.8,1693.6,1266.5,-29.3,-59.8,-80.8,-109.0,-126.2,-94.4,-53.5,420.7,546.2,783.2,851.0,677.8,595.6,738.5,-116.539,-249.773,-306.511,-416.654,-546.501,-486.438,-377.276,350.621,622.837,790.109,981.136,1140.999,1021.122,794.944
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,1676.2,2491.5,3586.1,4925.9,1875.5,1591.8,911.3,-36.8,-61.5,-82.9,-111.1,-125.5,-112.2,-63.7,311.2,418.5,589.1,578.9,453.5,364.8,227.3,-102.587,-193.408,-250.733,-329.336,-401.845,-357.731,-283.916,284.923,482.582,636.367,732.214,829.625,714.709,548.554
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2263.5,3681.1,5535.7,7525.9,6924.2,5189.8,3783.1,-64.5,-125.9,-173.3,-208.1,-254.8,-300.2,-290.9,481.5,684.1,984.7,1072.9,1347.2,1475.8,1278.1,-172.752,-311.843,-456.289,-545.072,-688.186,-932.224,-1040.272,439.308,683.017,1008.881,1155.988,1515.764,1890.356,1911.578
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1568.2,2529.8,4620.3,2679.2,1537.2,1035.0,132.3,-30.8,-56.2,-92.7,-110.8,-121.8,-57.0,-20.7,317.2,399.8,564.3,408.2,445.2,405.0,42.3,-96.916,-201.477,-247.342,-400.617,-343.523,-345.736,-287.381,264.794,473.403,558.698,757.923,654.697,697.694,479.149
ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,2060.8,3804.3,5637.5,2999.1,869.9,194.7,-2.0,-36.2,-92.7,-134.5,-156.9,-84.1,-18.3,-2.0,353.8,567.3,801.5,506.1,245.9,71.7,-2.0,-92.206,-217.567,-313.551,-519.694,-351.688,-199.455,-43.4,244.514,472.793,677.889,918.686,582.212,343.455,70.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1,1730.3,2634.1,3735.7,3677.9,2327.1,996.1,427.9,-36.7,-65.9,-89.3,-96.1,-78.9,-59.9,-34.1,221.3,312.1,390.7,263.9,215.1,186.1,133.9,-77.528,-132.216,-204.775,-225.112,-182.552,-169.263,-137.443,197.152,299.034,445.205,427.208,380.128,325.917,247.577
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1909.2,3215.4,5271.2,5431.7,2946.2,2023.9,1190.3,-43.8,-81.6,-125.8,-169.3,-185.8,-154.1,-75.7,370.2,518.4,696.2,796.7,633.2,400.9,230.3,-116.29,-228.525,-341.376,-467.76,-626.072,-550.831,-342.208,291.8,483.105,695.544,913.26,1141.528,953.759,601.082
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1646.2,2609.7,4850.7,3750.8,1965.3,1554.4,147.2,-33.8,-60.3,-90.3,-125.2,-137.7,-101.6,-41.8,332.2,431.7,677.7,579.8,579.3,525.4,-41.8,-106.028,-209.881,-250.709,-456.435,-431.412,-449.321,-419.478,291.892,495.419,622.291,929.715,872.208,881.569,664.842
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2053.7,3485.3,3849.2,2726.7,1565.8,904.1,300.4,-46.3,-96.7,-134.8,-153.3,-108.2,-49.9,-11.6,289.7,497.3,621.2,422.7,227.8,100.1,24.4,-91.066,-185.966,-299.558,-357.932,-279.961,-153.851,-54.936,229.124,416.644,649.252,656.338,533.129,310.369,115.284
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,1839.1,2765.0,4620.7,2516.9,952.7,433.9,-8.0,-29.9,-67.0,-95.3,-114.1,-64.3,-25.1,-8.0,300.1,395.0,588.7,293.9,298.7,163.9,-8.0,-78.777,-178.815,-234.64,-405.224,-200.339,-214.455,-101.172,223.143,411.705,532.67,776.086,372.271,412.485,153.978
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1749.8,3241.8,6046.3,2223.1,1771.1,802.6,0.0,-35.2,-70.2,-118.7,-143.9,-160.9,-52.4,0.0,312.8,409.8,697.3,480.1,547.1,-52.4,0.0,-93.979,-192.021,-266.286,-548.368,-446.005,-498.785,0.0,235.541,384.549,550.494,962.372,733.025,818.815,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,2323.8,4066.3,4883.5,2766.1,1327.6,456.7,-6.4,-40.2,-88.7,-126.5,-155.9,-106.4,-38.3,-6.4,319.8,469.3,689.5,441.1,253.6,150.7,-6.4,-88.976,-193.284,-277.5,-493.96,-302.184,-200.381,-99.538,241.024,441.906,601.71,920.75,520.926,360.049,155.612
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1707.9,2531.7,3623.8,5010.3,2210.9,1813.0,1316.9,-38.1,-63.3,-87.2,-113.7,-129.1,-119.0,-75.1,321.9,440.7,608.8,585.3,467.9,382.0,245.9,-105.419,-199.536,-267.67,-341.734,-400.313,-363.633,-289.299,286.411,488.844,654.5,748.046,815.857,707.607,529.731
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1701.7,2851.1,4668.5,3726.0,1810.4,1093.9,-30.0,-29.3,-61.9,-92.5,-111.0,-100.6,-73.1,-30.0,330.7,424.1,657.5,558.0,532.4,496.9,-30.0,-97.007,-198.354,-253.444,-440.948,-392.398,-393.996,-381.949,275.503,452.316,603.056,904.282,806.252,743.484,581.951
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,2046.8,3385.3,3810.1,2953.6,1430.5,654.1,236.6,-38.2,-91.7,-116.9,-112.4,-93.5,-44.9,-15.4,321.8,490.3,531.1,442.6,386.5,219.1,65.6,-88.282,-197.13,-269.033,-279.774,-279.235,-226.221,-135.768,243.938,453.87,592.717,565.386,555.545,430.809,254.742
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_iodide_1_smi1_1_s_1,2136.8,3915.5,4911.6,3984.0,1877.6,545.2,165.9,-41.2,-98.5,-128.4,-138.0,-90.4,-42.8,-14.1,312.8,513.5,627.6,456.0,281.6,167.2,57.9,-89.882,-191.032,-295.604,-346.177,-274.283,-185.682,-102.486,232.078,418.328,635.836,627.743,504.577,337.158,178.494
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,1601.1,2219.8,3417.0,4199.3,1716.2,993.0,444.4,-30.9,-57.2,-72.0,-90.7,-89.8,-66.0,-32.6,269.1,350.8,462.0,437.3,342.2,324.0,165.4,-87.652,-165.981,-199.443,-251.532,-284.913,-257.432,-223.033,252.698,413.739,509.997,576.798,615.867,512.338,408.137
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1837.1,3376.4,4920.7,2682.7,1649.8,665.3,185.0,-34.9,-67.6,-101.3,-119.3,-120.2,-66.7,-13.0,265.1,352.4,552.7,387.7,386.8,212.3,20.0,-89.106,-165.142,-233.681,-401.587,-331.774,-341.276,-159.22,230.034,355.478,507.919,718.583,577.616,575.494,291.89
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,2229.6,3697.9,5566.4,6790.7,6880.4,5015.7,3186.0,-62.4,-121.1,-169.6,-205.3,-244.6,-285.3,-252.0,459.6,688.9,955.4,979.7,1201.4,1253.7,972.0,-159.78,-294.102,-447.482,-531.399,-631.725,-839.935,-905.01,403.2,651.768,976.648,1094.601,1368.975,1667.375,1638.84
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1733.8,2957.3,4775.4,2747.2,1877.5,1273.9,385.7,-39.2,-69.7,-108.6,-126.8,-129.5,-85.1,-25.3,266.8,368.3,551.4,353.2,311.5,199.9,64.7,-89.493,-164.72,-244.293,-399.921,-314.885,-283.397,-163.372,219.057,346.57,509.127,714.069,551.275,491.563,285.638
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1693.8,2469.6,3727.7,5110.2,1897.4,1716.3,1012.6,-37.2,-65.4,-88.3,-115.8,-130.6,-116.7,-70.4,316.8,384.6,541.7,586.2,544.4,543.3,418.6,-108.307,-200.916,-234.819,-306.999,-402.012,-407.093,-391.148,295.703,477.594,575.271,668.241,805.548,806.677,725.782
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,2906.3,4994.6,7814.7,10959.0,12889.6,10591.4,8663.8,-99.7,-189.4,-267.3,-345.0,-454.4,-622.6,-624.2,674.3,1040.6,1538.7,1713.0,2299.6,2635.4,2525.8,-249.73,-439.912,-690.673,-856.766,-1081.427,-1614.899,-1887.259,598.91,930.728,1483.787,1766.434,2357.953,3195.421,3601.301
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_bromide_1_smi1_1_s_1,2101.1,3831.2,6279.7,3728.3,744.1,-17.4,0.0,-28.9,-68.8,-110.3,-141.7,-65.9,-17.4,0.0,331.1,435.2,753.7,344.3,420.1,-17.4,0.0,-83.676,-195.351,-256.514,-558.538,-258.73,-352.776,0.0,233.994,431.499,579.526,1026.182,444.35,565.764,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_iodide_1_smi1_1_s_1,1858.8,3163.5,4299.5,3517.4,1658.3,532.7,161.0,-34.2,-70.5,-92.5,-100.6,-69.7,-31.3,-10.0,259.8,382.5,447.5,307.4,209.3,127.7,41.0,-76.582,-156.703,-218.443,-244.996,-199.548,-138.867,-70.469,213.008,388.007,519.287,493.904,415.962,290.343,136.231
ir_tbp_1_dft-phos_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,1614.6,2463.1,3478.9,3082.9,1774.1,989.4,481.6,-38.4,-65.9,-91.1,-106.1,-100.9,-78.6,-40.4,231.6,336.1,436.9,331.9,289.1,233.4,145.6,-88.402,-146.516,-225.926,-267.775,-252.72,-236.262,-176.014,219.398,329.644,490.594,494.435,472.65,430.068,310.226
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,1848.4,3452.2,4775.3,2625.9,1351.8,492.1,-8.0,-29.6,-60.8,-96.7,-104.1,-85.2,-29.9,-8.0,276.4,371.2,524.3,324.9,289.8,159.1,-8.0,-79.055,-164.344,-235.62,-373.868,-282.56,-232.624,-101.158,219.025,376.796,507.99,692.632,525.01,447.686,153.992
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,1857.4,3433.3,4617.2,2761.7,1472.0,581.4,151.1,-29.6,-58.7,-92.8,-100.3,-79.0,-42.6,-10.9,258.4,349.3,525.2,334.7,266.0,188.4,16.1,-77.464,-148.94,-221.994,-363.931,-270.412,-216.053,-130.525,217.706,348.37,502.986,689.429,520.688,401.617,238.565
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2323.1,3606.2,5431.8,5695.1,2612.6,1192.3,582.1,-46.9,-104.8,-145.2,-217.9,-216.4,-124.7,-47.9,433.1,621.2,892.8,1063.1,746.6,403.3,198.1,-123.658,-270.669,-379.667,-594.858,-762.045,-554.106,-329.302,328.142,591.021,816.223,1174.992,1378.275,920.184,584.798
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1662.7,2535.6,3578.9,3268.9,1863.7,916.1,449.6,-35.3,-65.4,-87.1,-100.1,-86.3,-67.9,-36.4,234.7,336.6,440.9,337.9,303.7,244.1,149.6,-84.575,-144.193,-220.422,-258.63,-240.372,-232.544,-174.263,221.875,328.217,488.328,490.05,466.248,422.926,309.697
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-cn_1_smi1_1_s_1,2025.8,3682.8,6537.3,7256.1,3547.1,2135.1,751.8,-41.2,-88.2,-149.7,-216.9,-250.9,-186.9,-58.2,510.8,703.8,954.3,1295.1,1099.1,785.1,427.8,-140.719,-310.069,-457.798,-665.952,-1016.119,-941.864,-660.839,364.991,642.761,908.912,1314.798,1839.041,1658.776,1164.901
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,2426.5,3806.5,6690.7,6724.4,6779.6,5217.9,2830.1,-63.5,-129.5,-185.3,-241.6,-276.4,-290.1,-265.9,512.5,752.5,1164.7,1063.4,1316.6,1473.9,1003.1,-166.717,-328.089,-474.242,-708.847,-695.236,-891.323,-1057.899,416.993,708.441,1050.298,1408.673,1414.274,1790.317,1774.311
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2270.5,3260.8,4135.0,5529.2,2781.6,1239.2,644.2,-45.5,-96.2,-119.0,-158.8,-182.4,-119.8,-54.8,392.5,545.8,745.0,834.2,615.6,396.2,266.2,-113.447,-241.615,-310.254,-426.932,-537.099,-399.616,-303.408,308.383,559.085,724.986,893.338,1028.691,679.634,530.682
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-oh_1_smi1_1_s_1,1745.2,2944.1,4649.9,4635.8,1941.2,1061.9,401.7,-30.8,-67.9,-102.1,-128.2,-116.8,-72.1,-30.3,359.2,502.1,647.9,756.8,582.2,332.9,158.7,-103.084,-216.246,-318.005,-426.989,-568.082,-449.836,-239.048,291.296,486.414,684.595,905.761,1132.678,848.414,432.442
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2153.9,2989.7,3978.0,4709.5,2046.7,1044.2,474.2,-42.1,-88.3,-108.0,-147.5,-158.3,-89.8,-29.8,365.9,499.7,669.0,734.5,531.7,357.2,168.2,-106.302,-231.291,-275.145,-387.583,-466.456,-339.08,-256.743,298.998,559.509,668.715,849.077,913.394,606.7,482.967
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,2215.5,3635.3,5501.0,6816.2,6824.8,4896.0,3256.7,-61.5,-120.7,-166.0,-203.8,-240.2,-282.0,-259.3,460.5,695.3,998.0,1032.2,1271.8,1344.0,1063.7,-165.165,-292.19,-455.416,-555.282,-658.178,-878.467,-950.22,421.785,647.02,1015.394,1161.768,1443.382,1771.763,1716.51
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1864.2,3159.8,5209.7,5261.6,2642.8,1456.2,624.4,-40.8,-80.2,-124.3,-165.4,-177.2,-133.8,-56.6,373.2,519.8,697.7,800.6,641.8,421.2,249.4,-115.316,-229.008,-341.468,-469.208,-628.716,-558.161,-351.917,292.504,477.762,687.892,896.242,1126.464,961.279,605.593
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1952.3,3515.0,5049.2,3594.1,2612.8,1838.9,658.8,-39.7,-73.0,-113.8,-128.9,-144.2,-117.1,-49.2,308.3,389.0,582.2,441.1,488.8,443.9,121.8,-101.97,-194.062,-265.536,-417.342,-357.929,-401.835,-354.976,260.4,419.528,556.164,783.978,655.171,721.995,603.104
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1877.0,3109.2,5164.2,6410.6,2664.9,1761.6,884.3,-34.0,-73.8,-109.8,-153.4,-155.1,-116.4,-60.7,434.0,574.2,802.2,1001.6,855.9,723.6,452.3,-123.814,-262.158,-350.628,-508.651,-712.284,-646.778,-519.529,348.236,588.852,789.372,1103.609,1418.856,1237.612,941.441
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,1744.3,2587.0,3742.5,6279.1,2088.7,1909.8,1147.9,-34.7,-62.0,-85.5,-119.9,-140.3,-130.2,-52.1,379.3,490.0,700.5,768.1,615.7,499.8,601.9,-114.628,-230.335,-277.005,-383.664,-503.957,-474.136,-344.639,324.122,564.515,704.775,876.186,997.153,957.584,715.861
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,1541.7,2527.1,4482.1,2249.1,1139.2,497.0,-8.0,-24.3,-49.9,-77.9,-90.9,-63.8,-25.0,-8.0,281.7,382.1,543.1,338.1,311.2,164.0,-8.0,-79.509,-170.739,-222.663,-367.822,-265.552,-227.817,-101.166,234.651,418.641,537.027,718.778,554.078,452.493,153.984
